player_appearance_id,checkpoint,fixture_id,is_home,position,last15_mean_max_speed,last15_peak_speed,last15_hsr,cumul_mean_max_speed,top_third_run_share,top_third_last15_share,runs_per_minute_played
39444,H1_30,1159,False,A,7.009,8.16,10,6.963,0.47619047619047616,0.3333333333333333,0.7
39445,H1_30,1159,False,M,6.556,7.24,6,6.256,0.391304347826087,0.42857142857142855,0.7666666666666667
39448,H1_30,1159,False,M,6.568,7.44,5,6.982,0.5,0.3333333333333333,0.5333333333333333
39449,H1_30,1159,False,D,7.144,7.41,4,7.09,0.5,0.42857142857142855,0.6
39421,H1_45,1159,True,G,8.645,10.29,1,8.645,0.0,0.0,0.044444444444444446
39422,H1_45,1159,True,D,6.867,7.69,4,6.673,0.0625,0.16666666666666666,0.35555555555555557
39423,H1_45,1159,True,D,7.047,8.53,4,6.93,0.16666666666666666,0.0,0.4
39424,H1_45,1159,True,D,7.048,9.24,4,6.752,0.125,0.4,0.35555555555555557
39425,H1_45,1159,True,A,6.58,7.5,5,6.629,0.4117647058823529,0.6666666666666666,0.7555555555555555
39426,H1_45,1159,True,M,6.59,7.22,8,6.659,0.3793103448275862,0.5555555555555556,0.6444444444444445
39429,H1_45,1159,True,M,6.8,9.09,4,6.672,0.3333333333333333,0.4,0.5333333333333333
39431,H1_45,1159,True,M,6.84,9.44,10,6.884,0.21428571428571427,0.23076923076923078,0.9333333333333333
39433,H1_45,1159,True,M,6.128,6.64,9,6.48,0.35714285714285715,0.4444444444444444,0.6222222222222222
39435,H1_45,1159,True,D,7.51,8.79,4,6.761,0.2857142857142857,0.2857142857142857,0.6222222222222222
39436,H1_45,1159,True,M,6.474,7.99,6,6.468,0.3333333333333333,0.42857142857142855,0.4666666666666667
39437,H1_45,1159,False,G,0.0,0.0,0,9.405,0.0,,0.044444444444444446
39438,H1_45,1159,False,D,6.642,8.02,12,6.955,0.13513513513513514,0.13333333333333333,0.8222222222222222
39439,H1_45,1159,False,D,6.697,7.76,3,6.673,0.06666666666666667,0.0,0.3333333333333333
39440,H1_45,1159,False,D,6.398,7.39,3,6.457,0.1,0.0,0.4444444444444444
39441,H1_45,1159,False,M,7.197,8.83,2,6.72,0.4375,0.3333333333333333,0.35555555555555557
39442,H1_45,1159,False,M,7.766,9.21,3,7.201,0.631578947368421,0.2857142857142857,0.4222222222222222
39443,H1_45,1159,False,M,7.146,8.53,4,6.844,0.125,0.0,0.35555555555555557
39444,H1_45,1159,False,A,6.671,8.73,7,6.875,0.4666666666666667,0.4444444444444444,0.6666666666666666
39445,H1_45,1159,False,M,6.318,6.87,5,6.267,0.42857142857142855,0.6,0.6222222222222222
39448,H1_45,1159,False,M,6.827,7.98,5,6.935,0.4782608695652174,0.42857142857142855,0.5111111111111111
39449,H1_45,1159,False,D,6.46,7.29,10,6.851,0.3448275862068966,0.09090909090909091,0.6444444444444445
39421,H2_15,1159,True,G,0.0,0.0,0,8.645,0.0,,0.03333333333333333
39422,H2_15,1159,True,D,6.17,6.84,5,6.553,0.047619047619047616,0.0,0.35
39423,H2_15,1159,True,D,6.965,7.13,2,6.933,0.2,0.5,0.3333333333333333
39424,H2_15,1159,True,D,7.22,8.51,3,6.88,0.13636363636363635,0.16666666666666666,0.36666666666666664
39425,H2_15,1159,True,A,6.616,8.05,11,6.626,0.46808510638297873,0.5833333333333334,0.7833333333333333
39426,H2_15,1159,True,M,7.159,8.87,9,6.822,0.4418604651162791,0.5714285714285714,0.7166666666666667
39429,H2_15,1159,True,M,6.254,7.69,10,6.541,0.3142857142857143,0.2727272727272727,0.5833333333333334
39431,H2_15,1159,True,M,6.991,9.34,9,6.909,0.23636363636363636,0.3076923076923077,0.9166666666666666
39433,H2_15,1159,True,M,6.394,9.02,11,6.455,0.375,0.4166666666666667,0.6666666666666666
39435,H2_15,1159,True,D,6.461,7.69,8,6.688,0.32432432432432434,0.4444444444444444,0.6166666666666667
39436,H2_15,1159,True,M,7.022,8.32,4,6.575,0.34615384615384615,0.4,0.43333333333333335
39437,H2_15,1159,False,G,0.0,0.0,0,9.405,0.0,,0.03333333333333333
39438,H2_15,1159,False,D,7.277,8.87,9,7.044,0.19607843137254902,0.35714285714285715,0.85
39439,H2_15,1159,False,D,6.795,8.26,5,6.708,0.047619047619047616,0.0,0.35
39440,H2_15,1159,False,D,6.693,7.45,6,6.518,0.07407407407407407,0.0,0.45
39441,H2_15,1159,False,M,6.015,6.47,4,6.579,0.4,0.25,0.3333333333333333
39442,H2_15,1159,False,M,7.312,9.26,6,7.234,0.5555555555555556,0.375,0.45
39443,H2_15,1159,False,M,7.502,9.26,4,7.024,0.09090909090909091,0.0,0.36666666666666664
39444,H2_15,1159,False,A,7.068,7.96,4,6.916,0.5,0.7142857142857143,0.6333333333333333
39448,H2_15,1159,False,M,6.408,6.9,6,6.826,0.41379310344827586,0.16666666666666666,0.48333333333333334
39451,H2_15,1159,False,M,6.345,6.89,2,6.345,0.0,0.0,1.0
39452,H2_15,1159,False,D,7.222,8.44,7,7.222,0.09090909090909091,0.09090909090909091,0.7333333333333333
39421,H2_30,1159,True,G,0.0,0.0,0,8.645,0.0,,0.02666666666666667
39422,H2_30,1159,True,D,6.112,6.89,4,6.482,0.04,0.0,0.3333333333333333
39423,H2_30,1159,True,D,6.215,6.73,2,6.868,0.18181818181818182,0.0,0.29333333333333333
39424,H2_30,1159,True,D,6.317,7.49,5,6.759,0.10714285714285714,0.0,0.37333333333333335
39425,H2_30,1159,True,A,6.631,8.19,7,6.627,0.42857142857142855,0.2222222222222222,0.7466666666666667
39426,H2_30,1159,True,M,6.649,7.34,6,6.798,0.48,0.7142857142857143,0.6666666666666666
39429,H2_30,1159,True,M,6.232,6.93,5,6.502,0.3,0.2,0.5333333333333333
39431,H2_30,1159,True,M,6.949,8.15,8,6.916,0.22727272727272727,0.18181818181818182,0.88
39433,H2_30,1159,True,M,6.916,8.27,6,6.531,0.3333333333333333,0.125,0.64
39435,H2_30,1159,True,D,6.033,6.3,6,6.597,0.3023255813953488,0.16666666666666666,0.5733333333333334
39436,H2_30,1159,True,M,6.964,7.26,4,6.637,0.3225806451612903,0.2,0.41333333333333333
39437,H2_30,1159,False,G,0.0,0.0,0,9.405,0.0,,0.02666666666666667
39438,H2_30,1159,False,D,6.793,7.71,11,6.987,0.25757575757575757,0.4666666666666667,0.88
39439,H2_30,1159,False,D,6.056,6.55,5,6.583,0.11538461538461539,0.4,0.3466666666666667
39440,H2_30,1159,False,D,6.303,7.09,3,6.497,0.1,0.3333333333333333,0.4
39441,H2_30,1159,False,M,6.52,7.74,5,6.565,0.3076923076923077,0.0,0.3466666666666667
39442,H2_30,1159,False,M,6.155,6.66,6,7.038,0.5454545454545454,0.5,0.44
39443,H2_30,1159,False,M,6.572,7.33,4,6.94,0.07407407407407407,0.0,0.36
39446,H2_30,1159,False,M,6.691,7.5,12,6.691,0.4666666666666667,0.4666666666666667,1.5
39450,H2_30,1159,False,A,6.54,7.75,7,6.54,0.625,0.625,0.8
39451,H2_30,1159,False,M,6.368,7.29,12,6.365,0.4666666666666667,0.5384615384615384,0.8823529411764706
39452,H2_30,1159,False,D,6.768,7.94,10,6.976,0.125,0.15384615384615385,0.8
39467,H1_15,1160,True,G,0.0,0.0,0,0.0,,,0.0
39468,H1_15,1160,True,D,6.738,7.34,8,6.738,0.4,0.4,0.6666666666666666
39469,H1_15,1160,True,D,6.57,8.24,8,6.57,0.4444444444444444,0.4444444444444444,0.6
39470,H1_15,1160,True,M,6.452,7.39,7,6.452,0.125,0.125,0.5333333333333333
39471,H1_15,1160,True,D,6.14,6.94,4,6.14,0.0,0.0,0.26666666666666666
39472,H1_15,1160,True,D,6.408,7.54,5,6.408,0.16666666666666666,0.16666666666666666,0.4
39473,H1_15,1160,True,M,6.509,7.51,10,6.509,0.5454545454545454,0.5454545454545454,0.7333333333333333
39476,H1_15,1160,True,A,6.154,6.71,10,6.154,0.6,0.6,0.6666666666666666
39477,H1_15,1160,True,M,6.023,6.39,3,6.023,0.6666666666666666,0.6666666666666666,0.2
39479,H1_15,1160,True,M,6.748,7.9,11,6.748,0.46153846153846156,0.46153846153846156,0.8666666666666667
39480,H1_15,1160,True,A,6.773,9.48,9,6.773,0.18181818181818182,0.18181818181818182,0.7333333333333333
39482,H1_15,1160,False,G,0.0,0.0,0,0.0,,,0.0
39484,H1_15,1160,False,D,5.805,5.99,2,5.805,0.0,0.0,0.13333333333333333
39485,H1_15,1160,False,M,6.211,7.37,11,6.211,0.25,0.25,0.8
39486,H1_15,1160,False,D,6.12,6.32,2,6.12,0.0,0.0,0.13333333333333333
39487,H1_15,1160,False,A,6.509,7.83,9,6.509,0.5,0.5,0.6666666666666666
39488,H1_15,1160,False,M,6.332,7.24,10,6.332,0.5454545454545454,0.5454545454545454,0.7333333333333333
39489,H1_15,1160,False,A,6.934,7.89,9,6.934,0.3076923076923077,0.3076923076923077,0.8666666666666667
39491,H1_15,1160,False,D,6.552,7.39,5,6.552,0.3333333333333333,0.3333333333333333,0.4
39493,H1_15,1160,False,D,6.64,7.31,7,6.64,0.1111111111111111,0.1111111111111111,0.6
39494,H1_15,1160,False,M,6.801,8.03,15,6.801,0.45,0.45,1.3333333333333333
39496,H1_15,1160,False,A,6.689,7.91,10,6.689,0.38461538461538464,0.38461538461538464,0.8666666666666667
39467,H1_30,1160,True,G,0.0,0.0,0,0.0,,,0.0
39468,H1_30,1160,True,D,6.364,8.13,7,6.572,0.3333333333333333,0.25,0.6
39469,H1_30,1160,True,D,6.627,7.63,14,6.607,0.38461538461538464,0.35294117647058826,0.8666666666666667
39470,H1_30,1160,True,M,6.435,6.86,10,6.443,0.16666666666666666,0.2,0.6
39471,H1_30,1160,True,D,6.756,7.13,4,6.482,0.0,0.0,0.3
39472,H1_30,1160,True,D,6.756,7.53,4,6.566,0.09090909090909091,0.0,0.36666666666666664
39473,H1_30,1160,True,M,6.53,8.34,8,6.519,0.5238095238095238,0.5,0.7
39476,H1_30,1160,True,A,6.68,8.26,9,6.417,0.6,0.6,0.6666666666666666
39477,H1_30,1160,True,M,6.134,6.55,8,6.104,0.45454545454545453,0.375,0.36666666666666664
39479,H1_30,1160,True,M,6.69,7.56,9,6.72,0.36,0.25,0.8333333333333334
39480,H1_30,1160,True,A,7.066,9.08,5,6.887,0.3333333333333333,0.5714285714285714,0.6
39482,H1_30,1160,False,G,5.88,5.88,1,5.88,0.0,0.0,0.03333333333333333
39484,H1_30,1160,False,D,7.123,7.39,2,6.596,0.0,0.0,0.16666666666666666
39485,H1_30,1160,False,M,6.271,7.16,7,6.233,0.21052631578947367,0.14285714285714285,0.6333333333333333
39486,H1_30,1160,False,D,6.345,6.47,2,6.232,0.0,0.0,0.13333333333333333
39487,H1_30,1160,False,A,6.182,6.69,6,6.386,0.5,0.5,0.5333333333333333
39488,H1_30,1160,False,M,6.159,6.58,7,6.264,0.4444444444444444,0.2857142857142857,0.6
39489,H1_30,1160,False,A,6.845,7.53,5,6.906,0.3157894736842105,0.3333333333333333,0.6333333333333333
39491,H1_30,1160,False,D,6.869,8.15,6,6.733,0.2857142857142857,0.25,0.4666666666666667
39493,H1_30,1160,False,D,6.117,6.91,6,6.431,0.06666666666666667,0.0,0.5
39494,H1_30,1160,False,M,6.524,7.62,13,6.687,0.38235294117647056,0.2857142857142857,1.1333333333333333
39496,H1_30,1160,False,A,6.923,8.77,7,6.785,0.3181818181818182,0.2222222222222222,0.7333333333333333
39467,H1_45,1160,True,G,8.86,8.86,0,8.86,0.0,0.0,0.022222222222222223
39468,H1_45,1160,True,D,6.234,7.07,10,6.451,0.21428571428571427,0.0,0.6222222222222222
39469,H1_45,1160,True,D,6.751,7.85,8,6.644,0.4,0.4444444444444444,0.7777777777777778
39470,H1_45,1160,True,M,6.262,7.08,9,6.383,0.2222222222222222,0.3333333333333333,0.6
39471,H1_45,1160,True,D,6.438,8.35,7,6.461,0.058823529411764705,0.125,0.37777777777777777
39472,H1_45,1160,True,D,6.784,7.58,7,6.665,0.15,0.2222222222222222,0.4444444444444444
39473,H1_45,1160,True,M,6.354,8.25,9,6.466,0.4838709677419355,0.4,0.6888888888888889
39476,H1_45,1160,True,A,6.337,8.48,9,6.39,0.5333333333333333,0.4,0.6666666666666666
39477,H1_45,1160,True,M,6.936,7.66,12,6.597,0.3333333333333333,0.25,0.6
39479,H1_45,1160,True,M,6.748,8.11,11,6.73,0.375,0.4,0.8888888888888888
39480,H1_45,1160,True,A,7.45,9.59,9,7.123,0.3548387096774194,0.38461538461538464,0.6888888888888889
39482,H1_45,1160,False,G,0.0,0.0,0,5.88,0.0,,0.022222222222222223
39484,H1_45,1160,False,D,6.842,7.88,5,6.73,0.18181818181818182,0.3333333333333333,0.24444444444444444
39485,H1_45,1160,False,M,6.577,7.18,5,6.316,0.2,0.16666666666666666,0.5555555555555556
39486,H1_45,1160,False,D,6.24,6.74,6,6.237,0.1,0.16666666666666666,0.2222222222222222
39487,H1_45,1160,False,A,6.8,8.63,6,6.524,0.5,0.5,0.5333333333333333
39488,H1_45,1160,False,M,6.76,7.2,4,6.372,0.4782608695652174,0.6,0.5111111111111111
39489,H1_45,1160,False,A,6.78,7.81,6,6.869,0.37037037037037035,0.5,0.6
39491,H1_45,1160,False,D,6.251,7.67,12,6.501,0.2962962962962963,0.3076923076923077,0.6
39493,H1_45,1160,False,D,6.918,8.83,7,6.626,0.08,0.1,0.5555555555555556
39494,H1_45,1160,False,M,6.618,8.63,8,6.671,0.36363636363636365,0.3,0.9777777777777777
39496,H1_45,1160,False,A,7.026,8.55,7,6.855,0.2903225806451613,0.2222222222222222,0.6888888888888889
39467,H2_15,1160,True,G,0.0,0.0,0,8.86,0.0,,0.016666666666666666
39468,H2_15,1160,True,D,6.51,8.27,4,6.46,0.21212121212121213,0.2,0.55
39469,H2_15,1160,True,D,7.224,8.2,6,6.773,0.4,0.4,0.75
39470,H2_15,1160,True,M,5.867,6.03,3,6.331,0.23333333333333334,0.3333333333333333,0.5
39471,H2_15,1160,True,D,6.365,7.21,4,6.443,0.047619047619047616,0.0,0.35
39472,H2_15,1160,True,D,6.652,8.24,5,6.662,0.11538461538461539,0.0,0.43333333333333335
39473,H2_15,1160,True,M,6.77,7.92,6,6.534,0.5,0.625,0.6666666666666666
39476,H2_15,1160,True,A,6.79,7.82,8,6.498,0.5609756097560976,0.6363636363636364,0.6833333333333333
39477,H2_15,1160,True,M,6.134,6.81,8,6.491,0.37142857142857144,0.5714285714285714,0.5833333333333334
39479,H2_15,1160,True,M,6.641,7.62,12,6.707,0.4074074074074074,0.5384615384615384,0.9
39480,H2_15,1160,True,A,6.826,7.94,11,7.026,0.43478260869565216,0.6428571428571429,0.7666666666666667
39482,H2_15,1160,False,G,0.0,0.0,0,5.88,0.0,,0.016666666666666666
39485,H2_15,1160,False,M,6.669,8.37,10,6.43,0.16216216216216217,0.08333333333333333,0.6166666666666667
39486,H2_15,1160,False,D,6.722,7.38,5,6.419,0.0625,0.0,0.26666666666666666
39487,H2_15,1160,False,A,7.066,8.13,4,6.618,0.4827586206896552,0.4,0.48333333333333334
39488,H2_15,1160,False,M,6.27,7.05,6,6.351,0.41379310344827586,0.16666666666666666,0.48333333333333334
39489,H2_15,1160,False,A,6.7,7.61,4,6.842,0.34375,0.2,0.5333333333333333
39490,H2_15,1160,False,A,6.572,7.78,6,6.572,0.5,0.5,0.5333333333333333
39491,H2_15,1160,False,D,6.416,7.9,7,6.481,0.2857142857142857,0.14285714285714285,0.5833333333333334
39493,H2_15,1160,False,D,6.713,8.2,10,6.656,0.10526315789473684,0.15384615384615385,0.6333333333333333
39496,H2_15,1160,False,A,6.469,8.11,7,6.776,0.2564102564102564,0.125,0.65
39497,H2_15,1160,False,M,6.523,8.18,9,6.523,0.1,0.1,0.6666666666666666
39467,H2_30,1160,True,G,0.0,0.0,0,8.86,0.0,,0.013333333333333334
39468,H2_30,1160,True,D,6.509,7.47,8,6.471,0.23255813953488372,0.3,0.5733333333333334
39469,H2_30,1160,True,D,6.719,7.61,9,6.763,0.35714285714285715,0.18181818181818182,0.7466666666666667
39470,H2_30,1160,True,M,6.438,6.7,4,6.344,0.23529411764705882,0.25,0.4533333333333333
39471,H2_30,1160,True,D,6.29,6.96,5,6.413,0.038461538461538464,0.0,0.3466666666666667
39472,H2_30,1160,True,D,6.175,6.59,2,6.627,0.10714285714285714,0.0,0.37333333333333335
39473,H2_30,1160,True,M,6.885,8.78,13,6.643,0.4482758620689655,0.3333333333333333,0.7733333333333333
39474,H2_30,1160,True,M,6.27,7.84,8,6.27,0.3333333333333333,0.3333333333333333,0.6923076923076923
39475,H2_30,1160,True,A,6.491,7.5,8,6.491,0.2222222222222222,0.2222222222222222,0.6923076923076923
39477,H2_30,1160,True,M,6.122,6.72,5,6.445,0.375,0.4,0.5333333333333333
39479,H2_30,1160,True,M,6.553,8.05,3,6.697,0.39655172413793105,0.25,0.7733333333333333
39482,H2_30,1160,False,G,0.0,0.0,0,5.88,0.0,,0.013333333333333334
39483,H2_30,1160,False,D,6.688,8.09,8,6.688,0.09090909090909091,0.09090909090909091,0.7857142857142857
39485,H2_30,1160,False,M,6.896,7.18,4,6.486,0.14285714285714285,0.0,0.56
39486,H2_30,1160,False,D,5.88,6.15,3,6.334,0.05263157894736842,0.0,0.25333333333333335
39488,H2_30,1160,False,M,5.925,6.09,2,6.324,0.3870967741935484,0.0,0.41333333333333333
39489,H2_30,1160,False,A,6.93,7.52,5,6.856,0.3684210526315789,0.5,0.5066666666666667
39490,H2_30,1160,False,A,6.496,7.74,9,6.528,0.3684210526315789,0.2727272727272727,0.6333333333333333
39491,H2_30,1160,False,D,6.143,6.47,3,6.455,0.2894736842105263,0.3333333333333333,0.5066666666666667
39495,H2_30,1160,False,A,6.804,7.89,7,6.804,0.5,0.5,0.6666666666666666
39496,H2_30,1160,False,A,6.239,7.22,8,6.684,0.2765957446808511,0.375,0.6266666666666667
39497,H2_30,1160,False,M,6.588,7.27,8,6.554,0.21052631578947367,0.3333333333333333,0.6333333333333333
65575,H1_15,1161,True,G,0.0,0.0,0,0.0,,,0.0
65576,H1_15,1161,True,D,6.874,8.12,4,6.874,0.2857142857142857,0.2857142857142857,0.4666666666666667
65577,H1_15,1161,True,D,7.0,8.44,3,7.0,0.0,0.0,0.26666666666666666
65580,H1_15,1161,True,M,6.631,8.14,12,6.631,0.4,0.4,1.0
65581,H1_15,1161,True,A,6.625,7.73,9,6.625,0.09090909090909091,0.09090909090909091,0.7333333333333333
65582,H1_15,1161,True,M,6.467,7.84,9,6.467,0.5454545454545454,0.5454545454545454,0.7333333333333333
65584,H1_15,1161,True,D,6.839,8.16,12,6.839,0.3333333333333333,0.3333333333333333,1.0
65585,H1_15,1161,True,D,6.815,8.85,10,6.815,0.35714285714285715,0.35714285714285715,0.9333333333333333
65586,H1_15,1161,True,M,6.508,7.66,16,6.508,0.16666666666666666,0.16666666666666666,1.2
65587,H1_15,1161,True,M,7.151,9.11,9,7.151,0.46153846153846156,0.46153846153846156,0.8666666666666667
65588,H1_15,1161,True,D,7.245,10.25,10,7.245,0.5333333333333333,0.5333333333333333,1.0
65592,H1_15,1161,False,D,6.632,8.05,7,6.632,0.0,0.0,0.6
65593,H1_15,1161,False,M,6.674,7.41,4,6.674,0.2,0.2,0.3333333333333333
65594,H1_15,1161,False,A,6.605,7.39,9,6.605,0.2727272727272727,0.2727272727272727,0.7333333333333333
65596,H1_15,1161,False,A,6.728,8.35,11,6.728,0.46153846153846156,0.46153846153846156,0.8666666666666667
65597,H1_15,1161,False,M,6.725,8.49,8,6.725,0.0,0.0,0.7333333333333333
65599,H1_15,1161,False,D,5.737,5.88,3,5.737,0.0,0.0,0.2
65600,H1_15,1161,False,D,6.7,9.09,7,6.7,0.0,0.0,0.6
65601,H1_15,1161,False,M,6.624,8.84,7,6.624,0.4444444444444444,0.4444444444444444,0.6
65602,H1_15,1161,False,D,6.764,8.73,7,6.764,0.1111111111111111,0.1111111111111111,0.6
65603,H1_15,1161,False,A,6.987,7.97,13,6.987,0.2631578947368421,0.2631578947368421,1.2666666666666666
65606,H1_15,1161,False,G,7.1,7.1,1,7.1,0.0,0.0,0.06666666666666667
65575,H1_30,1161,True,G,7.285,7.68,1,7.285,0.0,0.0,0.06666666666666667
65576,H1_30,1161,True,D,6.752,9.1,5,6.818,0.23076923076923078,0.16666666666666666,0.43333333333333335
65577,H1_30,1161,True,D,6.101,7.02,13,6.301,0.1111111111111111,0.14285714285714285,0.6
65580,H1_30,1161,True,M,6.161,7.11,8,6.467,0.30434782608695654,0.125,0.7666666666666667
65581,H1_30,1161,True,A,6.472,6.97,10,6.552,0.19047619047619047,0.3,0.7
65582,H1_30,1161,True,M,6.431,7.32,7,6.452,0.42105263157894735,0.25,0.6333333333333333
65584,H1_30,1161,True,D,7.021,8.73,6,6.903,0.2608695652173913,0.125,0.7666666666666667
65585,H1_30,1161,True,D,6.864,7.92,7,6.835,0.3333333333333333,0.3,0.8
65586,H1_30,1161,True,M,6.821,8.73,12,6.65,0.2727272727272727,0.4,1.1
65587,H1_30,1161,True,M,6.532,8.86,7,6.915,0.42857142857142855,0.375,0.7
65588,H1_30,1161,True,D,6.918,7.76,13,7.071,0.40625,0.29411764705882354,1.0666666666666667
65592,H1_30,1161,False,D,6.31,6.31,1,6.6,0.0,0.0,0.3333333333333333
65593,H1_30,1161,False,M,6.798,7.61,12,6.767,0.2,0.2,0.6666666666666666
65594,H1_30,1161,False,A,6.815,8.52,5,6.693,0.3684210526315789,0.5,0.6333333333333333
65596,H1_30,1161,False,A,6.566,8.5,14,6.638,0.4827586206896552,0.5,0.9666666666666667
65597,H1_30,1161,False,M,6.995,7.68,8,6.86,0.13636363636363635,0.2727272727272727,0.7333333333333333
65599,H1_30,1161,False,D,6.43,7.85,6,6.222,0.2,0.2857142857142857,0.3333333333333333
65600,H1_30,1161,False,D,5.938,6.42,10,6.299,0.10526315789473684,0.2,0.6333333333333333
65601,H1_30,1161,False,M,6.756,8.79,11,6.705,0.43478260869565216,0.42857142857142855,0.7666666666666667
65602,H1_30,1161,False,D,6.154,6.99,8,6.477,0.11764705882352941,0.125,0.5666666666666667
65603,H1_30,1161,False,A,6.806,8.03,16,6.894,0.3076923076923077,0.35,1.3
65606,H1_30,1161,False,G,0.0,0.0,0,7.1,0.0,,0.03333333333333333
65575,H1_45,1161,True,G,0.0,0.0,0,7.285,0.0,,0.044444444444444446
65576,H1_45,1161,True,D,6.438,7.75,5,6.698,0.21052631578947367,0.16666666666666666,0.4222222222222222
65577,H1_45,1161,True,D,6.597,8.13,5,6.375,0.125,0.16666666666666666,0.5333333333333333
65580,H1_45,1161,True,M,6.633,7.08,5,6.502,0.27586206896551724,0.16666666666666666,0.6444444444444445
65581,H1_45,1161,True,A,6.472,7.05,5,6.537,0.19230769230769232,0.2,0.5777777777777777
65582,H1_45,1161,True,M,6.321,7.16,10,6.404,0.3333333333333333,0.18181818181818182,0.6666666666666666
65584,H1_45,1161,True,D,7.214,8.92,7,6.997,0.2727272727272727,0.3,0.7333333333333333
65585,H1_45,1161,True,D,6.683,9.27,5,6.801,0.2903225806451613,0.14285714285714285,0.6888888888888889
65586,H1_45,1161,True,M,6.578,8.66,11,6.63,0.21739130434782608,0.07692307692307693,1.0222222222222221
65587,H1_45,1161,True,M,7.07,7.81,4,6.95,0.4074074074074074,0.3333333333333333,0.6
65588,H1_45,1161,True,D,6.977,8.12,12,7.037,0.3,0.1111111111111111,1.1111111111111112
65592,H1_45,1161,False,D,6.308,7.24,6,6.491,0.0,0.0,0.35555555555555557
65593,H1_45,1161,False,M,6.295,8.13,7,6.632,0.25,0.375,0.6222222222222222
