player_appearance_id,checkpoint,top_third_presence_joint,top_third_press_share_x_set_piece_share,pressing_minus_pressed_x_cumul_shots,press_turnover_rate_A,press_turnover_rate_M,press_turnover_rate_D,press_turnover_rate_G,forward_pass_share_A,forward_pass_share_M,forward_pass_share_D,forward_pass_share_G,top_third_press_share_above_team_avg,last15_press_events_x_last15_intensity_shots,top_third_presence_avg
39429,H1_45,0.14285714285714285,,0,0.0,0.5714285714285714,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.13363095238095235,0.0,0.38095238095238093
39431,H1_45,0.08035714285714285,,0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0800595238095238,0.0,0.29464285714285715
39433,H1_45,0.17857142857142858,0.0,16,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2050595238095238,0.0,0.4285714285714286
39435,H1_45,0.04081632653061224,0.0,6,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,-0.15208333333333335,0.0,0.21428571428571427
39436,H1_45,0.0625,0.0,1,0.0,0.375,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,-0.1074404761904762,0.5333333333333333,0.26041666666666663
39437,H1_45,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2693227153120201,0.0,0.0
39438,H1_45,0.03861003861003861,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.016391570402265576,0.0,0.21042471042471042
39439,H1_45,0.0,,0,0.0,0.0,0.2,0.0,0.0,0.0,0.5,0.0,-0.2693227153120201,0.0,0.03333333333333333
39440,H1_45,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2693227153120201,0.0,0.05
39441,H1_45,0.11931818181818181,,0,0.0,0.22727272727272727,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.003404557415252585,0.0,0.35511363636363635
39442,H1_45,0.3609022556390977,0.0,-14,0.0,0.35714285714285715,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3021058561165513,0.13333333333333333,0.6015037593984962
39443,H1_45,0.025,0.0,-12,0.0,0.25,0.0,0.0,0.0,0.2,0.0,0.0,-0.06932271531202011,0.0,0.1625
39444,H1_45,0.0,0.0,9,0.6363636363636364,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.2693227153120201,0.0,0.23333333333333334
39445,H1_45,0.25210084033613445,0.0,-3,0.0,0.4117647058823529,0.0,0.0,0.0,0.2,0.0,0.0,0.31891257880562696,0.4666666666666667,0.5084033613445378
39448,H1_45,0.28695652173913044,,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.33067728468797986,0.0,0.5391304347826087
39449,H1_45,0.1532567049808429,,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.4,0.0,0.1751217291324243,0.0,0.3946360153256705
39421,H2_15,,,0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
39422,H2_15,0.0,,0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.42857142857142855,0.0,-0.29639164756811814,0.0,0.023809523809523808
39423,H2_15,0.08000000000000002,,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.10360835243188188,0.0,0.30000000000000004
39424,H2_15,0.04545454545454545,,0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.03694168576521517,0.0,0.23484848484848483
39425,H2_15,0.10401891252955082,,0,0.5555555555555556,0.0,0.0,0.0,0.75,0.0,0.0,0.0,-0.07416942534589593,0.0,0.34515366430260047
39426,H2_15,0.15780730897009967,0.0,38,0.0,0.5714285714285714,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.06075120957473901,0.0,0.3995016611295681
39429,H2_15,0.13469387755102039,,0,0.0,0.5714285714285714,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.1321797810033104,0.0,0.37142857142857144
39431,H2_15,0.0859504132231405,,0,0.0,0.5454545454545454,0.0,0.0,0.0,0.5,0.0,0.0,0.0672447160682455,0.0,0.3
39433,H2_15,0.21428571428571427,0.0,16,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.27503692386045325,0.0,0.4732142857142857
39435,H2_15,0.036036036036036036,0.0,10,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,-0.18528053645700704,0.13333333333333333,0.21771771771771772
39436,H2_15,0.06108597285067874,0.0,0,0.0,0.35294117647058826,0.0,0.0,0.0,0.4,0.0,0.0,-0.11992105933282401,0.0,0.26131221719457015
39437,H2_15,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1972369176717003,0.0,0.0
39438,H2_15,0.07130124777183601,0.0,-1,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.5,0.0,0.16639944596466336,0.0,0.2798573975044563
39439,H2_15,0.0,,0,0.0,0.0,0.1875,0.0,0.0,0.0,0.46153846153846156,0.0,-0.1972369176717003,0.0,0.023809523809523808
39440,H2_15,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1972369176717003,0.0,0.037037037037037035
39441,H2_15,0.10434782608695653,,0,0.0,0.2608695652173913,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.063632647545691,0.0,0.33043478260869563
39442,H2_15,0.3333333333333333,0.0,-14,0.0,0.4,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.4027630823282997,0.0,0.5777777777777777
39443,H2_15,0.017482517482517484,0.0,-15,0.0,0.19230769230769232,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,-0.004929225364007972,0.0,0.14160839160839161
39444,H2_15,0.0,0.0,10,0.6153846153846154,0.0,0.0,0.0,0.4,0.0,0.0,0.0,-0.1972369176717003,0.0,0.25
39448,H2_15,0.22988505747126436,,0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3583186378838553,0.0,0.4846743295019157
39451,H2_15,0.0,,0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,-0.1972369176717003,0.0,0.0
39452,H2_15,,,0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.045454545454545456
39421,H2_30,,,0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
39422,H2_30,0.0,,0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.42857142857142855,0.0,-0.2959544695071011,0.0,0.02
39423,H2_30,0.06060606060606061,,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.037378863826232234,0.0,0.25757575757575757
39424,H2_30,0.040178571428571425,,0,0.0,0.0,0.5625,0.0,0.0,0.0,0.3333333333333333,0.0,0.07904553049289892,0.0,0.24107142857142858
39425,H2_30,0.07142857142857142,,0,0.6666666666666666,0.0,0.0,0.0,0.75,0.0,0.0,0.0,-0.12928780284043442,0.0,0.2976190476190476
39426,H2_30,0.2021052631578947,0.0,38,0.0,0.5789473684210527,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.12509816207184626,0.0,0.45052631578947366
39429,H2_30,0.12857142857142856,,0,0.0,0.5714285714285714,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.13261695906432747,0.0,0.36428571428571427
39431,H2_30,0.08116883116883117,,0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.06118838763575607,0.0,0.2922077922077922
39433,H2_30,0.19999999999999998,0.0,27,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.3040455304928989,0.2,0.4666666666666667
39435,H2_30,0.033591731266149866,0.0,16,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,-0.18484335839598998,0.0,0.20671834625322996
39436,H2_30,0.05376344086021505,0.0,4,0.0,0.3333333333333333,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,-0.12928780284043442,0.0,0.2446236559139785
39437,H2_30,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.36026990438755147,0.0,0.0
39438,H2_30,0.09906759906759907,0.0,-2,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.4444444444444444,0.0,0.02434548022783317,0.0,0.3210955710955711
39439,H2_30,0.0,,0,0.0,0.0,0.1875,0.0,0.0,0.0,0.46153846153846156,0.0,-0.36026990438755147,0.0,0.057692307692307696
39440,H2_30,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,-0.36026990438755147,0.0,0.05
39441,H2_30,0.07977207977207977,0.25925925925925924,-11,0.0,0.2962962962962963,0.0,0.0,0.0,0.375,0.0,0.0,-0.10101064512829222,0.26666666666666666,0.2834757834757835
39442,H2_30,0.2887700534759358,0.0,-16,0.0,0.4117647058823529,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.1691418603183309,0.0,0.5374331550802138
39443,H2_30,0.013227513227513227,0.0,-16,0.0,0.17857142857142858,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,-0.1816984758161229,0.0,0.12632275132275134
39446,H2_30,0.23333333333333334,,0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.13973009561244853,0.0,0.48333333333333334
39450,H2_30,0.625,0.0,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.6397300956124485,0.06666666666666667,0.8125
39451,H2_30,0.2074074074074074,0.0,-7,0.0,0.7777777777777778,0.0,0.0,0.0,1.0,0.0,0.0,0.08417454005689295,0.4,0.45555555555555555
39452,H2_30,0.08333333333333333,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.30639676227911516,0.0,0.3958333333333333
39467,H1_15,,,0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,
39468,H1_15,0.25,,0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.19565095398428728,0.0,0.5125
39469,H1_15,0.17777777777777778,,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.0293490460157127,0.0,0.4222222222222222
39470,H1_15,0.046875,,0,0.0,0.375,0.0,0.0,0.0,0.6,0.0,0.0,-0.05434904601571272,0.0,0.25
39471,H1_15,,,0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
39472,H1_15,0.018518518518518517,,0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.42857142857142855,0.0,-0.3182379349046016,0.0,0.1388888888888889
39473,H1_15,0.3181818181818182,,0,0.0,0.25,0.0,0.0,0.0,0.4,0.0,0.0,0.15398428731762065,0.0,0.5643939393939394
39476,H1_15,0.19999999999999998,,0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0960157126823794,0.0,0.4666666666666667
39477,H1_15,0.4242424242424242,0.0,-7,0.0,0.18181818181818182,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.20701459034792363,0.7333333333333333,0.6515151515151515
39479,H1_15,0.0,,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.25,0.0,0.0,-0.4293490460157127,0.0,0.23076923076923078
39480,H1_15,0.14545454545454548,0.0,-9,0.2,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3706509539842873,0.6666666666666666,0.49090909090909096
39482,H1_15,,,0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,
39484,H1_15,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3083333333333333,0.06666666666666667,0.0
39485,H1_15,0.08333333333333333,,0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.025000000000000022,0.0,0.29166666666666663
39486,H1_15,0.0,,0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,-0.3083333333333333,0.0,0.0
39487,H1_15,0.25,0.0,5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1916666666666667,0.13333333333333333,0.5
39488,H1_15,0.5454545454545454,1.0,9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6916666666666667,0.13333333333333333,0.7727272727272727
39489,H1_15,0.15384615384615385,,0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1916666666666667,0.0,0.40384615384615385
39491,H1_15,0.16666666666666666,,0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.1916666666666667,0.0,0.41666666666666663
39493,H1_15,0.0,,0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,-0.3083333333333333,0.0,0.05555555555555555
39494,H1_15,0.0,,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.3083333333333333,0.0,0.225
39496,H1_15,0.09615384615384616,,0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.05833333333333329,0.0,0.3173076923076923
39467,H1_30,,,0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,
39468,H1_30,0.14285714285714285,,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.04723389355742291,0.0,0.38095238095238093
39469,H1_30,0.2136752136752137,,0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.125,0.0,0.17421802054154994,0.0,0.4700854700854701
39470,H1_30,0.0625,,0,0.0,0.3125,0.0,0.0,0.0,0.4,0.0,0.0,-0.006337535014005635,0.0,0.2708333333333333
39471,H1_30,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38133753501400564,0.0,0.0
39472,H1_30,0.007575757575757576,,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,-0.2980042016806723,0.0,0.08712121212121213
39473,H1_30,0.3081232492997199,0.0,-13,0.0,0.29411764705882354,0.0,0.0,0.0,0.5,0.0,0.0,0.20689775910364144,0.3333333333333333,0.5560224089635855
39476,H1_30,0.26666666666666666,,0,0.4444444444444444,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.06310690943043878,0.0,0.5222222222222221
39477,H1_30,0.26737967914438504,0.0,-18,0.0,0.17647058823529413,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.20689775910364144,0.4,0.5213903743315508
39479,H1_30,0.0,,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.4,0.0,0.0,-0.38133753501400564,0.0,0.18
39480,H1_30,0.25,0.0,-14,0.35,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.36866246498599436,0.0,0.5416666666666666
39482,H1_30,,,0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
39484,H1_30,0.0,0.0,-4,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,-0.2698412698412699,0.0,0.0
39485,H1_30,0.03508771929824561,,0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,-0.10317460317460322,0.0,0.18859649122807015
39486,H1_30,0.0,,0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.25,0.0,-0.2698412698412699,0.0,0.0
39487,H1_30,0.375,0.0,8,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4801587301587301,0.0,0.625
39488,H1_30,0.26666666666666666,0.6,14,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3301587301587301,0.0,0.5222222222222221
39489,H1_30,0.13157894736842105,,0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1468253968253968,0.0,0.36622807017543857
39491,H1_30,0.11428571428571428,,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.13015873015873014,0.0,0.34285714285714286
39493,H1_30,0.009523809523809523,,0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,1.0,0.0,-0.12698412698412703,0.0,0.10476190476190475
39494,H1_30,0.0,,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.2698412698412699,0.0,0.19117647058823528
39496,H1_30,0.0707070707070707,,0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-0.04761904761904767,0.0,0.2702020202020202
39467,H1_45,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3067542907131008,0.0,0.0
39468,H1_45,0.08571428571428572,,0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.09090909090909091,0.0,0.09324570928689924,0.0,0.30714285714285716
39469,H1_45,0.16666666666666669,,0,0.0,0.0,0.25,0.0,0.0,0.0,0.1111111111111111,0.0,0.1099123759535659,0.0,0.4083333333333333
39470,H1_45,0.07017543859649122,,0,0.0,0.3684210526315789,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.009035182971109723,0.0,0.26900584795321636
39471,H1_45,0.0,,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.3067542907131008,0.0,0.029411764705882353
39472,H1_45,0.01,,0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.5454545454545454,0.0,-0.24008762404643413,0.0,0.10833333333333334
39473,H1_45,0.23225806451612904,0.0,-17,0.0,0.28,0.0,0.0,0.0,0.5384615384615384,0.0,0.0,0.1732457092868992,0.0,0.48193548387096774
39476,H1_45,0.20512820512820515,,0,0.6153846153846154,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.07786109390228385,0.0,0.458974358974359
39477,H1_45,0.19047619047619047,0.0,-14,0.0,0.3333333333333333,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.2646742807154706,0.0,0.45238095238095233
39479,H1_45,0.0,,0,0.0,0.4166666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,-0.3067542907131008,0.0,0.1875
39480,H1_45,0.26227208976157085,0.0,-24,0.34782608695652173,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.43237614406950786,0.2,0.546984572230014
39482,H1_45,,,0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
39484,H1_45,0.0,0.0,-3,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,-0.27313297813297815,0.0,0.09090909090909091
39485,H1_45,0.03636363636363637,0.18181818181818182,4,0.0,0.36363636363636365,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,-0.09131479631479633,0.3333333333333333,0.19090909090909092
39486,H1_45,0.0,,0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.0,-0.27313297813297815,0.0,0.05
39487,H1_45,0.375,0.0,15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47686702186702185,0.0,0.625
39488,H1_45,0.1839464882943144,0.38461538461538464,10,0.0,0.5384615384615384,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.11148240648240648,0.0,0.43143812709030105
39489,H1_45,0.15873015873015872,,0,0.42857142857142855,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1554384504384504,0.0,0.3994708994708994
39491,H1_45,0.09876543209876543,,0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.5,0.0,0.06020035520035516,0.0,0.31481481481481477
39493,H1_45,0.016,,0,0.0,0.0,0.6,0.0,0.0,0.0,0.75,0.0,-0.07313297813297814,0.0,0.14
39494,H1_45,0.0808080808080808,,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,-0.050910755910755945,0.0,0.29292929292929293
39496,H1_45,0.06699751861042184,,0,0.7692307692307693,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-0.04236374736374737,0.0,0.26054590570719605
39467,H2_15,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32298141620223997,0.0,0.0
39468,H2_15,0.08931419457735247,,0,0.0,0.0,0.2631578947368421,0.0,0.0,0.0,0.07692307692307693,0.0,0.09807121537670738,0.0,0.31658692185007975
39469,H2_15,0.17500000000000002,,0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.11451858379776003,0.0,0.41875
39470,H2_15,0.06999999999999999,,0,0.0,0.35,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,-0.02298141620223998,0.0,0.26666666666666666
39471,H2_15,0.0,,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.2,0.0,-0.32298141620223997,0.0,0.023809523809523808
39472,H2_15,0.006072874493927126,,0,0.0,0.0,0.3684210526315789,0.0,0.0,0.0,0.5454545454545454,0.0,-0.27034983725487155,0.0,0.0840080971659919
