player_appearance_id,checkpoint,fixture_id,is_home,position,cumul_shots,cumul_shots_on_target,last15_shots,last15_shots_on_target,match_minute_at_cp,shot_accuracy,share_left_foot,share_right_foot,dominant_foot_strength,set_piece_share,is_penalty_taker,last15_intensity,cumul_intensity,intensity_uplift,player_shot_share
39426,H1_45,1159,True,M,1,1,1,1,45,1.0,1.0,0.0,1.0,0.0,0,0.06666666666666667,0.022222222222222223,2.9998650060747263,0.2
39429,H1_45,1159,True,M,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39431,H1_45,1159,True,M,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39433,H1_45,1159,True,M,2,1,0,0,45,0.5,0.5,0.5,0.5,0.0,0,0.0,0.044444444444444446,0.0,0.4
39435,H1_45,1159,True,D,1,1,0,0,45,1.0,1.0,0.0,1.0,0.0,0,0.0,0.022222222222222223,0.0,0.2
39436,H1_45,1159,True,M,1,1,1,1,45,1.0,0.0,1.0,1.0,0.0,0,0.06666666666666667,0.022222222222222223,2.9998650060747263,0.2
39437,H1_45,1159,False,G,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39438,H1_45,1159,False,D,1,1,0,0,45,1.0,0.0,1.0,1.0,0.0,0,0.0,0.022222222222222223,0.0,0.14285714285714285
39439,H1_45,1159,False,D,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39440,H1_45,1159,False,D,1,0,0,0,45,0.0,0.0,0.0,0.0,0.0,0,0.0,0.022222222222222223,0.0,0.14285714285714285
39441,H1_45,1159,False,M,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39442,H1_45,1159,False,M,2,1,1,0,45,0.5,0.0,1.0,1.0,0.0,0,0.06666666666666667,0.044444444444444446,1.4999662507593579,0.2857142857142857
39443,H1_45,1159,False,M,1,0,0,0,45,0.0,0.0,1.0,1.0,0.0,0,0.0,0.022222222222222223,0.0,0.14285714285714285
39444,H1_45,1159,False,A,1,1,0,0,45,1.0,1.0,0.0,1.0,0.0,0,0.0,0.022222222222222223,0.0,0.14285714285714285
39445,H1_45,1159,False,M,1,1,1,1,45,1.0,0.0,1.0,1.0,0.0,0,0.06666666666666667,0.022222222222222223,2.9998650060747263,0.14285714285714285
39448,H1_45,1159,False,M,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39449,H1_45,1159,False,D,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39421,H2_15,1159,True,G,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39422,H2_15,1159,True,D,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39423,H2_15,1159,True,D,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39424,H2_15,1159,True,D,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39425,H2_15,1159,True,A,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39426,H2_15,1159,True,M,2,2,1,1,60,1.0,1.0,0.0,1.0,0.0,1,0.06666666666666667,0.03333333333333333,1.999940001799946,0.2857142857142857
39429,H2_15,1159,True,M,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39431,H2_15,1159,True,M,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39433,H2_15,1159,True,M,2,1,0,0,60,0.5,0.5,0.5,0.5,0.0,0,0.0,0.03333333333333333,0.0,0.2857142857142857
39435,H2_15,1159,True,D,2,2,1,1,60,1.0,0.5,0.5,0.5,0.0,0,0.06666666666666667,0.03333333333333333,1.999940001799946,0.2857142857142857
39436,H2_15,1159,True,M,1,1,0,0,60,1.0,0.0,1.0,1.0,0.0,0,0.0,0.016666666666666666,0.0,0.14285714285714285
39437,H2_15,1159,False,G,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39438,H2_15,1159,False,D,1,1,0,0,60,1.0,0.0,1.0,1.0,0.0,0,0.0,0.016666666666666666,0.0,0.14285714285714285
39439,H2_15,1159,False,D,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39440,H2_15,1159,False,D,1,0,0,0,60,0.0,0.0,0.0,0.0,0.0,0,0.0,0.016666666666666666,0.0,0.14285714285714285
39441,H2_15,1159,False,M,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39442,H2_15,1159,False,M,2,1,0,0,60,0.5,0.0,1.0,1.0,0.0,0,0.0,0.03333333333333333,0.0,0.2857142857142857
39443,H2_15,1159,False,M,1,0,0,0,60,0.0,0.0,1.0,1.0,0.0,0,0.0,0.016666666666666666,0.0,0.14285714285714285
39444,H2_15,1159,False,A,1,1,0,0,60,1.0,1.0,0.0,1.0,0.0,0,0.0,0.016666666666666666,0.0,0.14285714285714285
39448,H2_15,1159,False,M,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39451,H2_15,1159,False,M,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39452,H2_15,1159,False,D,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39421,H2_30,1159,True,G,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39422,H2_30,1159,True,D,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39423,H2_30,1159,True,D,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39424,H2_30,1159,True,D,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39425,H2_30,1159,True,A,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39426,H2_30,1159,True,M,2,2,0,0,75,1.0,1.0,0.0,1.0,0.0,1,0.0,0.02666666666666667,0.0,0.25
39429,H2_30,1159,True,M,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39431,H2_30,1159,True,M,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39433,H2_30,1159,True,M,3,1,1,0,75,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0,0.06666666666666667,0.04,1.6666250010416406,0.375
39435,H2_30,1159,True,D,2,2,0,0,75,1.0,0.5,0.5,0.5,0.0,0,0.0,0.02666666666666667,0.0,0.25
39436,H2_30,1159,True,M,1,1,0,0,75,1.0,0.0,1.0,1.0,0.0,0,0.0,0.013333333333333334,0.0,0.125
39437,H2_30,1159,False,G,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39438,H2_30,1159,False,D,1,1,0,0,75,1.0,0.0,1.0,1.0,0.0,0,0.0,0.013333333333333334,0.0,0.1
39439,H2_30,1159,False,D,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39440,H2_30,1159,False,D,1,0,0,0,75,0.0,0.0,0.0,0.0,0.0,0,0.0,0.013333333333333334,0.0,0.1
39441,H2_30,1159,False,M,1,1,1,1,75,1.0,0.0,1.0,1.0,1.0,0,0.06666666666666667,0.013333333333333334,4.999625028122891,0.1
39442,H2_30,1159,False,M,2,1,0,0,75,0.5,0.0,1.0,1.0,0.0,0,0.0,0.02666666666666667,0.0,0.2
39443,H2_30,1159,False,M,1,0,0,0,75,0.0,0.0,1.0,1.0,0.0,0,0.0,0.013333333333333334,0.0,0.1
39446,H2_30,1159,False,M,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39450,H2_30,1159,False,A,1,0,1,0,75,0.0,0.0,0.0,0.0,0.0,0,0.06666666666666667,0.1,0.6666600000666659,0.1
39451,H2_30,1159,False,M,1,1,1,1,75,1.0,0.0,1.0,1.0,0.0,0,0.06666666666666667,0.058823529411764705,1.1333140669941943,0.1
39452,H2_30,1159,False,D,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39467,H1_15,1160,True,G,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
39468,H1_15,1160,True,D,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
39469,H1_15,1160,True,D,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
39470,H1_15,1160,True,M,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
39471,H1_15,1160,True,D,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
39472,H1_15,1160,True,D,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
39473,H1_15,1160,True,M,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
39476,H1_15,1160,True,A,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
39477,H1_15,1160,True,M,1,0,1,0,15,0.0,0.0,1.0,1.0,0.0,0,0.06666666666666667,0.06666666666666667,0.9999850002249966,0.5
39479,H1_15,1160,True,M,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
39480,H1_15,1160,True,A,1,1,1,1,15,1.0,0.0,1.0,1.0,0.0,0,0.06666666666666667,0.06666666666666667,0.9999850002249966,0.5
39482,H1_15,1160,False,G,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
39484,H1_15,1160,False,D,1,0,1,0,15,0.0,0.0,0.0,0.0,1.0,0,0.06666666666666667,0.06666666666666667,0.9999850002249966,0.3333333333333333
39485,H1_15,1160,False,M,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
39486,H1_15,1160,False,D,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
39487,H1_15,1160,False,A,1,0,1,0,15,0.0,0.0,0.0,0.0,0.0,0,0.06666666666666667,0.06666666666666667,0.9999850002249966,0.3333333333333333
39488,H1_15,1160,False,M,1,0,1,0,15,0.0,1.0,0.0,1.0,1.0,0,0.06666666666666667,0.06666666666666667,0.9999850002249966,0.3333333333333333
39489,H1_15,1160,False,A,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
39491,H1_15,1160,False,D,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
39493,H1_15,1160,False,D,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
39494,H1_15,1160,False,M,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
39496,H1_15,1160,False,A,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
39467,H1_30,1160,True,G,0,0,0,0,30,,,,,,0,0.0,0.0,0.0,0.0
39468,H1_30,1160,True,D,0,0,0,0,30,,,,,,0,0.0,0.0,0.0,0.0
39469,H1_30,1160,True,D,0,0,0,0,30,,,,,,0,0.0,0.0,0.0,0.0
39470,H1_30,1160,True,M,0,0,0,0,30,,,,,,0,0.0,0.0,0.0,0.0
39471,H1_30,1160,True,D,0,0,0,0,30,,,,,,0,0.0,0.0,0.0,0.0
39472,H1_30,1160,True,D,0,0,0,0,30,,,,,,0,0.0,0.0,0.0,0.0
39473,H1_30,1160,True,M,1,1,1,1,30,1.0,0.0,1.0,1.0,0.0,0,0.06666666666666667,0.03333333333333333,1.999940001799946,0.25
39476,H1_30,1160,True,A,0,0,0,0,30,,,,,,0,0.0,0.0,0.0,0.0
39477,H1_30,1160,True,M,2,1,1,1,30,0.5,0.5,0.5,0.5,0.0,0,0.06666666666666667,0.06666666666666667,0.9999850002249966,0.5
39479,H1_30,1160,True,M,0,0,0,0,30,,,,,,0,0.0,0.0,0.0,0.0
39480,H1_30,1160,True,A,1,1,0,0,30,1.0,0.0,1.0,1.0,0.0,0,0.0,0.03333333333333333,0.0,0.25
39482,H1_30,1160,False,G,0,0,0,0,30,,,,,,0,0.0,0.0,0.0,0.0
39484,H1_30,1160,False,D,1,0,0,0,30,0.0,0.0,0.0,0.0,1.0,0,0.0,0.03333333333333333,0.0,0.3333333333333333
39485,H1_30,1160,False,M,0,0,0,0,30,,,,,,0,0.0,0.0,0.0,0.0
39486,H1_30,1160,False,D,0,0,0,0,30,,,,,,0,0.0,0.0,0.0,0.0
39487,H1_30,1160,False,A,1,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0,0.0,0.03333333333333333,0.0,0.3333333333333333
39488,H1_30,1160,False,M,1,0,0,0,30,0.0,1.0,0.0,1.0,1.0,0,0.0,0.03333333333333333,0.0,0.3333333333333333
39489,H1_30,1160,False,A,0,0,0,0,30,,,,,,0,0.0,0.0,0.0,0.0
39491,H1_30,1160,False,D,0,0,0,0,30,,,,,,0,0.0,0.0,0.0,0.0
39493,H1_30,1160,False,D,0,0,0,0,30,,,,,,0,0.0,0.0,0.0,0.0
39494,H1_30,1160,False,M,0,0,0,0,30,,,,,,0,0.0,0.0,0.0,0.0
39496,H1_30,1160,False,A,0,0,0,0,30,,,,,,0,0.0,0.0,0.0,0.0
39467,H1_45,1160,True,G,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39468,H1_45,1160,True,D,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39469,H1_45,1160,True,D,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39470,H1_45,1160,True,M,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39471,H1_45,1160,True,D,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39472,H1_45,1160,True,D,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39473,H1_45,1160,True,M,1,1,0,0,45,1.0,0.0,1.0,1.0,0.0,0,0.0,0.022222222222222223,0.0,0.2
39476,H1_45,1160,True,A,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39477,H1_45,1160,True,M,2,1,0,0,45,0.5,0.5,0.5,0.5,0.0,0,0.0,0.044444444444444446,0.0,0.4
39479,H1_45,1160,True,M,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39480,H1_45,1160,True,A,2,1,1,0,45,0.5,0.0,1.0,1.0,0.0,0,0.06666666666666667,0.044444444444444446,1.4999662507593579,0.4
39482,H1_45,1160,False,G,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39484,H1_45,1160,False,D,1,0,0,0,45,0.0,0.0,0.0,0.0,1.0,0,0.0,0.022222222222222223,0.0,0.25
39485,H1_45,1160,False,M,1,1,1,1,45,1.0,1.0,0.0,1.0,1.0,0,0.06666666666666667,0.022222222222222223,2.9998650060747263,0.25
39486,H1_45,1160,False,D,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39487,H1_45,1160,False,A,1,0,0,0,45,0.0,0.0,0.0,0.0,0.0,0,0.0,0.022222222222222223,0.0,0.25
39488,H1_45,1160,False,M,1,0,0,0,45,0.0,1.0,0.0,1.0,1.0,0,0.0,0.022222222222222223,0.0,0.25
39489,H1_45,1160,False,A,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39491,H1_45,1160,False,D,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39493,H1_45,1160,False,D,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39494,H1_45,1160,False,M,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39496,H1_45,1160,False,A,0,0,0,0,45,,,,,,0,0.0,0.0,0.0,0.0
39467,H2_15,1160,True,G,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39468,H2_15,1160,True,D,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39469,H2_15,1160,True,D,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39470,H2_15,1160,True,M,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39471,H2_15,1160,True,D,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39472,H2_15,1160,True,D,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39473,H2_15,1160,True,M,1,1,0,0,60,1.0,0.0,1.0,1.0,0.0,0,0.0,0.016666666666666666,0.0,0.2
39476,H2_15,1160,True,A,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39477,H2_15,1160,True,M,2,1,0,0,60,0.5,0.5,0.5,0.5,0.0,0,0.0,0.03333333333333333,0.0,0.4
39479,H2_15,1160,True,M,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39480,H2_15,1160,True,A,2,1,0,0,60,0.5,0.0,1.0,1.0,0.0,0,0.0,0.03333333333333333,0.0,0.4
39482,H2_15,1160,False,G,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39485,H2_15,1160,False,M,1,1,0,0,60,1.0,1.0,0.0,1.0,1.0,0,0.0,0.016666666666666666,0.0,0.2
39486,H2_15,1160,False,D,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39487,H2_15,1160,False,A,1,0,0,0,60,0.0,0.0,0.0,0.0,0.0,0,0.0,0.016666666666666666,0.0,0.2
39488,H2_15,1160,False,M,1,0,0,0,60,0.0,1.0,0.0,1.0,1.0,0,0.0,0.016666666666666666,0.0,0.2
39489,H2_15,1160,False,A,1,1,1,1,60,1.0,0.0,1.0,1.0,0.0,1,0.06666666666666667,0.016666666666666666,3.999760014399136,0.2
39490,H2_15,1160,False,A,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39491,H2_15,1160,False,D,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39493,H2_15,1160,False,D,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39496,H2_15,1160,False,A,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39497,H2_15,1160,False,M,0,0,0,0,60,,,,,,0,0.0,0.0,0.0,0.0
39467,H2_30,1160,True,G,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39468,H2_30,1160,True,D,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39469,H2_30,1160,True,D,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39470,H2_30,1160,True,M,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39471,H2_30,1160,True,D,1,0,1,0,75,0.0,0.0,0.0,0.0,1.0,0,0.06666666666666667,0.013333333333333334,4.999625028122891,0.1111111111111111
39472,H2_30,1160,True,D,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39473,H2_30,1160,True,M,1,1,0,0,75,1.0,0.0,1.0,1.0,0.0,0,0.0,0.013333333333333334,0.0,0.1111111111111111
39474,H2_30,1160,True,M,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39475,H2_30,1160,True,A,1,0,1,0,75,0.0,0.0,0.0,0.0,1.0,0,0.06666666666666667,0.07692307692307693,0.8666554001464647,0.1111111111111111
39477,H2_30,1160,True,M,3,2,1,1,75,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0,0.06666666666666667,0.04,1.6666250010416406,0.3333333333333333
39479,H2_30,1160,True,M,1,0,1,0,75,0.0,0.0,1.0,1.0,0.0,0,0.06666666666666667,0.013333333333333334,4.999625028122891,0.1111111111111111
39482,H2_30,1160,False,G,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39483,H2_30,1160,False,D,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39485,H2_30,1160,False,M,1,1,0,0,75,1.0,1.0,0.0,1.0,1.0,0,0.0,0.013333333333333334,0.0,0.2
39486,H2_30,1160,False,D,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39488,H2_30,1160,False,M,1,0,0,0,75,0.0,1.0,0.0,1.0,1.0,0,0.0,0.013333333333333334,0.0,0.2
39489,H2_30,1160,False,A,1,1,0,0,75,1.0,0.0,1.0,1.0,0.0,1,0.0,0.013333333333333334,0.0,0.2
39490,H2_30,1160,False,A,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39491,H2_30,1160,False,D,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39495,H2_30,1160,False,A,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39496,H2_30,1160,False,A,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
39497,H2_30,1160,False,M,0,0,0,0,75,,,,,,0,0.0,0.0,0.0,0.0
65575,H1_15,1161,True,G,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
65576,H1_15,1161,True,D,1,0,1,0,15,0.0,0.0,0.0,0.0,1.0,0,0.06666666666666667,0.06666666666666667,0.9999850002249966,0.5
65577,H1_15,1161,True,D,1,0,1,0,15,0.0,1.0,0.0,1.0,1.0,0,0.06666666666666667,0.06666666666666667,0.9999850002249966,0.5
65580,H1_15,1161,True,M,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
65581,H1_15,1161,True,A,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
65582,H1_15,1161,True,M,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
65584,H1_15,1161,True,D,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
65585,H1_15,1161,True,D,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
65586,H1_15,1161,True,M,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
65587,H1_15,1161,True,M,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
65588,H1_15,1161,True,D,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,0.0
65592,H1_15,1161,False,D,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,
65593,H1_15,1161,False,M,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,
65594,H1_15,1161,False,A,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,
65596,H1_15,1161,False,A,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,
65597,H1_15,1161,False,M,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,
65599,H1_15,1161,False,D,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,
65600,H1_15,1161,False,D,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,
65601,H1_15,1161,False,M,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,
65602,H1_15,1161,False,D,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,
65603,H1_15,1161,False,A,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,
65606,H1_15,1161,False,G,0,0,0,0,15,,,,,,0,0.0,0.0,0.0,
65575,H1_30,1161,True,G,0,0,0,0,30,,,,,,0,0.0,0.0,0.0,0.0
65576,H1_30,1161,True,D,1,0,0,0,30,0.0,0.0,0.0,0.0,1.0,0,0.0,0.03333333333333333,0.0,0.25
65577,H1_30,1161,True,D,1,0,0,0,30,0.0,1.0,0.0,1.0,1.0,0,0.0,0.03333333333333333,0.0,0.25
