player_appearance_id,checkpoint,fixture_id,is_home,position,cumul_passes,last15_passes,top_third_pass_share,passes_received_share
39441,H1_30,1159,False,M,23,13,0.4782608695652174,0.5208333333333334
39442,H1_30,1159,False,M,21,9,0.6190476190476191,0.4878048780487805
39443,H1_30,1159,False,M,33,17,0.21212121212121213,0.47619047619047616
39444,H1_30,1159,False,A,3,3,0.3333333333333333,0.625
39445,H1_30,1159,False,M,22,13,0.36363636363636365,0.5
39448,H1_30,1159,False,M,15,8,0.5333333333333333,0.4827586206896552
39449,H1_30,1159,False,D,19,9,0.10526315789473684,0.5
39421,H1_45,1159,True,G,13,3,0.0,0.5185185185185185
39422,H1_45,1159,True,D,36,14,0.027777777777777776,0.4857142857142857
39423,H1_45,1159,True,D,39,18,0.0,0.4935064935064935
39424,H1_45,1159,True,D,19,8,0.21052631578947367,0.4864864864864865
39425,H1_45,1159,True,A,5,2,0.0,0.375
39426,H1_45,1159,True,M,11,4,0.18181818181818182,0.6071428571428571
39429,H1_45,1159,True,M,15,4,0.06666666666666667,0.5
39431,H1_45,1159,True,M,7,6,0.2857142857142857,0.5882352941176471
39433,H1_45,1159,True,M,8,3,0.375,0.6
39435,H1_45,1159,True,D,20,9,0.15,0.4444444444444444
39436,H1_45,1159,True,M,27,12,0.14814814814814814,0.509090909090909
39437,H1_45,1159,False,G,19,8,0.0,0.4411764705882353
39438,H1_45,1159,False,D,29,8,0.20689655172413793,0.49122807017543857
39439,H1_45,1159,False,D,54,12,0.0,0.4857142857142857
39440,H1_45,1159,False,D,50,14,0.0,0.494949494949495
39441,H1_45,1159,False,M,36,13,0.3611111111111111,0.5135135135135135
39442,H1_45,1159,False,M,25,4,0.6,0.4897959183673469
39443,H1_45,1159,False,M,43,10,0.18604651162790697,0.47560975609756095
39444,H1_45,1159,False,A,6,3,0.16666666666666666,0.6
39445,H1_45,1159,False,M,31,9,0.2903225806451613,0.515625
39448,H1_45,1159,False,M,23,8,0.5217391304347826,0.5106382978723404
39449,H1_45,1159,False,D,25,6,0.16,0.5098039215686274
39421,H2_15,1159,True,G,19,4,0.0,0.4864864864864865
39422,H2_15,1159,True,D,43,5,0.023255813953488372,0.4880952380952381
39423,H2_15,1159,True,D,44,5,0.0,0.5
39424,H2_15,1159,True,D,25,5,0.24,0.4897959183673469
39425,H2_15,1159,True,A,7,2,0.2857142857142857,0.46153846153846156
39426,H2_15,1159,True,M,14,3,0.2857142857142857,0.5882352941176471
39429,H2_15,1159,True,M,18,3,0.1111111111111111,0.5135135135135135
39431,H2_15,1159,True,M,10,3,0.3,0.5652173913043478
39433,H2_15,1159,True,M,8,0,0.375,0.6190476190476191
39435,H2_15,1159,True,D,24,3,0.16666666666666666,0.4666666666666667
39436,H2_15,1159,True,M,32,3,0.15625,0.5076923076923077
39437,H2_15,1159,False,G,24,4,0.0,0.45454545454545453
39438,H2_15,1159,False,D,38,9,0.21052631578947367,0.49333333333333335
39439,H2_15,1159,False,D,67,12,0.0,0.48854961832061067
39440,H2_15,1159,False,D,62,10,0.0,0.4959349593495935
39441,H2_15,1159,False,M,38,2,0.34210526315789475,0.5128205128205128
39442,H2_15,1159,False,M,31,5,0.5483870967741935,0.4745762711864407
39443,H2_15,1159,False,M,55,11,0.14545454545454545,0.4811320754716981
39444,H2_15,1159,False,A,9,3,0.1111111111111111,0.5263157894736842
39448,H2_15,1159,False,M,27,4,0.48148148148148145,0.5263157894736842
39451,H2_15,1159,False,M,2,2,0.0,0.3333333333333333
39452,H2_15,1159,False,D,6,6,0.16666666666666666,0.4
39421,H2_30,1159,True,G,25,6,0.0,0.4791666666666667
39422,H2_30,1159,True,D,46,3,0.021739130434782608,0.48314606741573035
39423,H2_30,1159,True,D,48,4,0.0,0.5151515151515151
39424,H2_30,1159,True,D,28,3,0.25,0.5
39425,H2_30,1159,True,A,10,3,0.3,0.5238095238095238
39426,H2_30,1159,True,M,18,4,0.2777777777777778,0.5813953488372093
39429,H2_30,1159,True,M,21,3,0.09523809523809523,0.5227272727272727
39431,H2_30,1159,True,M,13,3,0.3076923076923077,0.5517241379310345
39433,H2_30,1159,True,M,10,2,0.4,0.6153846153846154
39435,H2_30,1159,True,D,25,1,0.16,0.4791666666666667
39436,H2_30,1159,True,M,37,5,0.1891891891891892,0.4788732394366197
39437,H2_30,1159,False,G,26,2,0.0,0.44680851063829785
39438,H2_30,1159,False,D,46,8,0.2391304347826087,0.4888888888888889
39439,H2_30,1159,False,D,79,12,0.0,0.49032258064516127
39440,H2_30,1159,False,D,80,18,0.0,0.5
39441,H2_30,1159,False,M,46,8,0.32608695652173914,0.5053763440860215
39442,H2_30,1159,False,M,37,6,0.5405405405405406,0.4788732394366197
39443,H2_30,1159,False,M,64,9,0.125,0.4838709677419355
39446,H2_30,1159,False,M,10,10,0.7,0.4444444444444444
39450,H2_30,1159,False,A,0,0,,1.0
39451,H2_30,1159,False,M,9,7,0.4444444444444444,0.55
39452,H2_30,1159,False,D,15,9,0.3333333333333333,0.375
39467,H1_15,1160,True,G,15,15,0.0,0.4827586206896552
39468,H1_15,1160,True,D,16,16,0.375,0.5151515151515151
39469,H1_15,1160,True,D,19,19,0.47368421052631576,0.4864864864864865
39470,H1_15,1160,True,M,23,23,0.2608695652173913,0.5208333333333334
39471,H1_15,1160,True,D,20,20,0.05,0.4594594594594595
39472,H1_15,1160,True,D,30,30,0.03333333333333333,0.4915254237288136
39473,H1_15,1160,True,M,26,26,0.46153846153846156,0.49019607843137253
39476,H1_15,1160,True,A,12,12,0.5833333333333334,0.4782608695652174
39477,H1_15,1160,True,M,28,28,0.6071428571428571,0.48148148148148145
39479,H1_15,1160,True,M,18,18,0.3888888888888889,0.5135135135135135
39480,H1_15,1160,True,A,23,23,0.6086956521739131,0.5106382978723404
39482,H1_15,1160,False,G,5,5,0.0,0.5833333333333334
39484,H1_15,1160,False,D,12,12,0.08333333333333333,0.4782608695652174
39485,H1_15,1160,False,M,11,11,0.36363636363636365,0.5217391304347826
39486,H1_15,1160,False,D,16,16,0.0625,0.4666666666666667
39487,H1_15,1160,False,A,24,24,0.20833333333333334,0.5102040816326531
39488,H1_15,1160,False,M,10,10,0.5,0.5652173913043478
39489,H1_15,1160,False,A,14,14,0.2857142857142857,0.5
39491,H1_15,1160,False,D,13,13,0.23076923076923078,0.5
39493,H1_15,1160,False,D,20,20,0.0,0.5348837209302325
39494,H1_15,1160,False,M,19,19,0.3684210526315789,0.5
39496,H1_15,1160,False,A,9,9,0.3333333333333333,0.4375
39467,H1_30,1160,True,G,23,8,0.0,0.5106382978723404
39468,H1_30,1160,True,D,40,24,0.325,0.5061728395061729
39469,H1_30,1160,True,D,31,12,0.5483870967741935,0.4918032786885246
39470,H1_30,1160,True,M,46,23,0.2608695652173913,0.5106382978723404
39471,H1_30,1160,True,D,43,23,0.06976744186046512,0.47560975609756095
39472,H1_30,1160,True,D,45,15,0.06666666666666667,0.48863636363636365
39473,H1_30,1160,True,M,41,15,0.5609756097560976,0.4875
39476,H1_30,1160,True,A,33,21,0.5454545454545454,0.47619047619047616
39477,H1_30,1160,True,M,53,25,0.6226415094339622,0.49523809523809526
39479,H1_30,1160,True,M,32,14,0.375,0.5223880597014925
39480,H1_30,1160,True,A,40,17,0.65,0.4936708860759494
39482,H1_30,1160,False,G,10,5,0.0,0.6
39484,H1_30,1160,False,D,20,8,0.05,0.4594594594594595
39485,H1_30,1160,False,M,22,11,0.18181818181818182,0.5217391304347826
39486,H1_30,1160,False,D,30,14,0.03333333333333333,0.4642857142857143
39487,H1_30,1160,False,A,44,20,0.29545454545454547,0.5111111111111111
39488,H1_30,1160,False,M,25,15,0.24,0.5283018867924528
39489,H1_30,1160,False,A,29,15,0.2413793103448276,0.5084745762711864
39491,H1_30,1160,False,D,33,20,0.15151515151515152,0.5074626865671642
39493,H1_30,1160,False,D,41,21,0.0975609756097561,0.5176470588235295
39494,H1_30,1160,False,M,34,15,0.38235294117647056,0.5
39496,H1_30,1160,False,A,23,14,0.21739130434782608,0.46511627906976744
39467,H1_45,1160,True,G,56,33,0.0,0.5087719298245614
39468,H1_45,1160,True,D,65,25,0.2153846153846154,0.5075757575757576
39469,H1_45,1160,True,D,46,15,0.3695652173913043,0.4945054945054945
39470,H1_45,1160,True,M,70,24,0.18571428571428572,0.5070422535211268
39471,H1_45,1160,True,D,66,23,0.045454545454545456,0.472
39472,H1_45,1160,True,D,65,20,0.046153846153846156,0.4921875
39473,H1_45,1160,True,M,68,27,0.36764705882352944,0.4962962962962963
39476,H1_45,1160,True,A,57,24,0.3333333333333333,0.49107142857142855
39477,H1_45,1160,True,M,84,31,0.42857142857142855,0.5
39479,H1_45,1160,True,M,65,33,0.2,0.5149253731343284
39480,H1_45,1160,True,A,51,11,0.5098039215686274,0.5
39482,H1_45,1160,False,G,20,10,0.0,0.5454545454545454
39484,H1_45,1160,False,D,44,24,0.11363636363636363,0.4942528735632184
39485,H1_45,1160,False,M,44,22,0.20454545454545456,0.5056179775280899
39486,H1_45,1160,False,D,57,27,0.15789473684210525,0.45714285714285713
39487,H1_45,1160,False,A,78,34,0.32051282051282054,0.5063291139240507
39488,H1_45,1160,False,M,51,26,0.3137254901960784,0.5142857142857142
39489,H1_45,1160,False,A,49,20,0.3673469387755102,0.5050505050505051
39491,H1_45,1160,False,D,60,27,0.23333333333333334,0.5161290322580645
39493,H1_45,1160,False,D,63,22,0.1111111111111111,0.5039370078740157
39494,H1_45,1160,False,M,70,36,0.32857142857142857,0.4927536231884058
39496,H1_45,1160,False,A,45,22,0.3333333333333333,0.4943820224719101
39467,H2_15,1160,True,G,75,1,0.0,0.5033112582781457
39468,H2_15,1160,True,D,90,11,0.17777777777777778,0.5081967213114754
39469,H2_15,1160,True,D,61,14,0.3442622950819672,0.49586776859504134
39470,H2_15,1160,True,M,86,15,0.18604651162790697,0.49707602339181284
39471,H2_15,1160,True,D,80,14,0.0375,0.47368421052631576
39472,H2_15,1160,True,D,76,10,0.039473684210526314,0.4899328859060403
39473,H2_15,1160,True,M,78,8,0.358974358974359,0.5
39476,H2_15,1160,True,A,70,7,0.32857142857142857,0.4927536231884058
39477,H2_15,1160,True,M,100,9,0.39,0.5024875621890548
39479,H2_15,1160,True,M,81,8,0.1728395061728395,0.5120481927710844
39480,H2_15,1160,True,A,70,11,0.45714285714285713,0.5
39482,H2_15,1160,False,G,24,4,0.0,0.5471698113207547
39485,H2_15,1160,False,M,63,13,0.23809523809523808,0.4878048780487805
39486,H2_15,1160,False,D,75,11,0.12,0.46808510638297873
39487,H2_15,1160,False,A,80,0,0.3375,0.50920245398773
39488,H2_15,1160,False,M,68,13,0.3235294117647059,0.5072463768115942
39489,H2_15,1160,False,A,58,5,0.41379310344827586,0.5084745762711864
39490,H2_15,1160,False,A,4,4,0.0,0.6363636363636364
39491,H2_15,1160,False,D,78,11,0.21794871794871795,0.5094339622641509
39493,H2_15,1160,False,D,83,12,0.0963855421686747,0.5146198830409356
39496,H2_15,1160,False,A,50,0,0.4,0.4897959183673469
39497,H2_15,1160,False,M,4,4,0.0,0.5
39467,H2_30,1160,True,G,78,3,0.0,0.5063291139240507
39468,H2_30,1160,True,D,109,19,0.22935779816513763,0.502283105022831
39469,H2_30,1160,True,D,71,10,0.3380281690140845,0.5034965034965035
39470,H2_30,1160,True,M,95,9,0.16842105263157894,0.4946808510638298
39471,H2_30,1160,True,D,85,5,0.03529411764705882,0.47530864197530864
39472,H2_30,1160,True,D,84,8,0.03571428571428571,0.4878048780487805
39473,H2_30,1160,True,M,91,13,0.3516483516483517,0.5
39474,H2_30,1160,True,M,10,10,0.5,0.5
39475,H2_30,1160,True,A,5,5,1.0,0.5
39477,H2_30,1160,True,M,111,11,0.3963963963963964,0.5066666666666667
39479,H2_30,1160,True,M,91,10,0.2087912087912088,0.5081081081081081
39482,H2_30,1160,False,G,31,7,0.0,0.5
39483,H2_30,1160,False,D,9,9,0.0,0.47058823529411764
39485,H2_30,1160,False,M,73,10,0.2054794520547945,0.48951048951048953
39486,H2_30,1160,False,D,82,7,0.10975609756097561,0.4810126582278481
39488,H2_30,1160,False,M,76,8,0.2894736842105263,0.5096774193548387
39489,H2_30,1160,False,A,60,2,0.4,0.5161290322580645
39490,H2_30,1160,False,A,12,8,0.16666666666666666,0.5555555555555556
39491,H2_30,1160,False,D,93,15,0.21505376344086022,0.5053191489361702
39495,H2_30,1160,False,A,6,6,0.16666666666666666,0.5384615384615384
39496,H2_30,1160,False,A,55,5,0.38181818181818183,0.49074074074074076
39497,H2_30,1160,False,M,10,6,0.0,0.5
65575,H1_15,1161,True,G,5,5,0.0,0.4444444444444444
65576,H1_15,1161,True,D,8,8,0.0,0.4666666666666667
65577,H1_15,1161,True,D,8,8,0.0,0.4666666666666667
65580,H1_15,1161,True,M,9,9,0.3333333333333333,0.4375
65581,H1_15,1161,True,A,1,1,0.0,0.5
65582,H1_15,1161,True,M,2,2,0.5,0.6666666666666666
65584,H1_15,1161,True,D,1,1,1.0,0.6666666666666666
65585,H1_15,1161,True,D,5,5,0.0,0.4444444444444444
65586,H1_15,1161,True,M,6,6,0.16666666666666666,0.4
65587,H1_15,1161,True,M,3,3,0.6666666666666666,0.25
65588,H1_15,1161,True,D,7,7,0.0,0.46153846153846156
65592,H1_15,1161,False,D,23,23,0.0,0.5106382978723404
65593,H1_15,1161,False,M,4,4,0.0,0.6
65594,H1_15,1161,False,A,4,4,0.5,0.3333333333333333
65596,H1_15,1161,False,A,1,1,0.0,0.75
65597,H1_15,1161,False,M,5,5,0.0,0.6428571428571429
65599,H1_15,1161,False,D,20,20,0.0,0.5238095238095238
65600,H1_15,1161,False,D,22,22,0.045454545454545456,0.4358974358974359
65601,H1_15,1161,False,M,3,3,0.6666666666666666,0.4
65602,H1_15,1161,False,D,11,11,0.09090909090909091,0.5
65603,H1_15,1161,False,A,6,6,0.5,0.5384615384615384
65606,H1_15,1161,False,G,5,5,0.0,0.5
65575,H1_30,1161,True,G,7,2,0.0,0.5
65576,H1_30,1161,True,D,20,12,0.05,0.4594594594594595
65577,H1_30,1161,True,D,16,8,0.0,0.4666666666666667
65580,H1_30,1161,True,M,18,9,0.2222222222222222,0.4375
65581,H1_30,1161,True,A,5,4,0.6,0.375
65582,H1_30,1161,True,M,7,5,0.2857142857142857,0.5882352941176471
65584,H1_30,1161,True,D,4,3,0.25,0.5555555555555556
65585,H1_30,1161,True,D,17,12,0.11764705882352941,0.46875
65586,H1_30,1161,True,M,11,5,0.18181818181818182,0.45
65587,H1_30,1161,True,M,8,5,0.375,0.5
65588,H1_30,1161,True,D,11,4,0.09090909090909091,0.5
65592,H1_30,1161,False,D,44,21,0.0,0.5056179775280899
65593,H1_30,1161,False,M,9,5,0.2222222222222222,0.55
65594,H1_30,1161,False,A,5,1,0.6,0.375
65596,H1_30,1161,False,A,6,5,0.16666666666666666,0.5
65597,H1_30,1161,False,M,14,9,0.0,0.5757575757575758
65599,H1_30,1161,False,D,35,15,0.02857142857142857,0.5333333333333333
65600,H1_30,1161,False,D,33,11,0.06060606060606061,0.45901639344262296
65601,H1_30,1161,False,M,4,1,0.75,0.42857142857142855
65602,H1_30,1161,False,D,21,10,0.14285714285714285,0.46153846153846156
65603,H1_30,1161,False,A,8,2,0.375,0.6
65606,H1_30,1161,False,G,11,6,0.0,0.47619047619047616
65575,H1_45,1161,True,G,13,6,0.0,0.5185185185185185
65576,H1_45,1161,True,D,24,4,0.041666666666666664,0.4666666666666667
65577,H1_45,1161,True,D,21,5,0.0,0.475
65580,H1_45,1161,True,M,22,4,0.18181818181818182,0.4634146341463415
65581,H1_45,1161,True,A,6,1,0.5,0.45454545454545453
65582,H1_45,1161,True,M,13,6,0.23076923076923078,0.5357142857142857
65584,H1_45,1161,True,D,10,6,0.2,0.47368421052631576
65585,H1_45,1161,True,D,25,8,0.08,0.46808510638297873
65586,H1_45,1161,True,M,15,4,0.13333333333333333,0.4642857142857143
65587,H1_45,1161,True,M,9,1,0.4444444444444444,0.5263157894736842
65588,H1_45,1161,True,D,15,4,0.06666666666666667,0.4642857142857143
65592,H1_45,1161,False,D,52,8,0.019230769230769232,0.5094339622641509
65593,H1_45,1161,False,M,15,6,0.13333333333333333,0.5161290322580645
65594,H1_45,1161,False,A,9,4,0.4444444444444444,0.47058823529411764
65596,H1_45,1161,False,A,7,1,0.14285714285714285,0.5625
65597,H1_45,1161,False,M,20,6,0.05,0.574468085106383
65599,H1_45,1161,False,D,45,10,0.06666666666666667,0.5161290322580645
65600,H1_45,1161,False,D,43,10,0.13953488372093023,0.45569620253164556
65601,H1_45,1161,False,M,7,3,0.5714285714285714,0.46153846153846156
65602,H1_45,1161,False,D,32,11,0.15625,0.4576271186440678
65603,H1_45,1161,False,A,11,3,0.5454545454545454,0.56
65606,H1_45,1161,False,G,13,2,0.0,0.48
65575,H2_15,1161,True,G,17,4,0.0,0.5142857142857142
65576,H2_15,1161,True,D,28,3,0.03571428571428571,0.4909090909090909
65577,H2_15,1161,True,D,32,9,0.0625,0.47540983606557374
65580,H2_15,1161,True,M,38,14,0.23684210526315788,0.4647887323943662
65581,H2_15,1161,True,A,11,4,0.36363636363636365,0.5
65582,H2_15,1161,True,M,17,4,0.29411764705882354,0.5641025641025641
65584,H2_15,1161,True,D,20,9,0.15,0.3939393939393939
65585,H2_15,1161,True,D,37,12,0.05405405405405406,0.44776119402985076
65586,H2_15,1161,True,M,25,8,0.16,0.4444444444444444
65587,H2_15,1161,True,M,13,4,0.38461538461538464,0.5357142857142857
65588,H2_15,1161,True,D,25,9,0.24,0.46808510638297873
65592,H2_15,1161,False,D,62,7,0.03225806451612903,0.5079365079365079
65593,H2_15,1161,False,M,20,4,0.15,0.5555555555555556
65594,H2_15,1161,False,A,11,1,0.5454545454545454,0.5416666666666666
65596,H2_15,1161,False,A,8,1,0.25,0.5555555555555556
65597,H2_15,1161,False,M,24,3,0.041666666666666664,0.5714285714285714
65599,H2_15,1161,False,D,53,8,0.05660377358490566,0.5309734513274337
65600,H2_15,1161,False,D,58,9,0.1724137931034483,0.44761904761904764
65601,H2_15,1161,False,M,9,2,0.4444444444444444,0.4375
65602,H2_15,1161,False,D,42,8,0.14285714285714285,0.46835443037974683
65603,H2_15,1161,False,A,14,2,0.6428571428571429,0.5625
65606,H2_15,1161,False,G,16,2,0.0,0.5
65575,H2_30,1161,True,G,19,2,0.0,0.525
65576,H2_30,1161,True,D,31,3,0.0967741935483871,0.5079365079365079
65577,H2_30,1161,True,D,35,3,0.05714285714285714,0.47761194029850745
65579,H2_30,1161,True,D,2,2,0.5,0.3333333333333333
65580,H2_30,1161,True,M,40,2,0.275,0.4666666666666667
65585,H2_30,1161,True,D,41,4,0.04878048780487805,0.44594594594594594
65586,H2_30,1161,True,M,28,3,0.17857142857142858,0.44
65587,H2_30,1161,True,M,14,1,0.42857142857142855,0.5625
65588,H2_30,1161,True,D,28,3,0.2857142857142857,0.4909090909090909
65589,H2_30,1161,True,A,3,3,0.6666666666666666,0.5
65590,H2_30,1161,True,M,0,0,,1.0
65592,H2_30,1161,False,D,66,4,0.030303030303030304,0.5037593984962406
65594,H2_30,1161,False,A,12,1,0.5833333333333334,0.5555555555555556
65595,H2_30,1161,False,M,2,2,0.0,0.3333333333333333
65596,H2_30,1161,False,A,10,2,0.3,0.5238095238095238
65597,H2_30,1161,False,M,26,2,0.038461538461538464,0.5666666666666667
65598,H2_30,1161,False,A,1,1,0.0,0.0
65599,H2_30,1161,False,D,56,3,0.05357142857142857,0.5294117647058824
65600,H2_30,1161,False,D,63,5,0.15873015873015872,0.4424778761061947
65601,H2_30,1161,False,M,10,1,0.5,0.47368421052631576
65602,H2_30,1161,False,D,43,1,0.13953488372093023,0.4691358024691358
65606,H2_30,1161,False,G,18,2,0.0,0.4857142857142857
39558,H1_15,1162,True,G,4,4,0.0,0.5
39559,H1_15,1162,True,D,10,10,0.1,0.5
39560,H1_15,1162,True,D,18,18,0.0,0.5135135135135135
39561,H1_15,1162,True,D,14,14,0.0,0.5483870967741935
39562,H1_15,1162,True,D,13,13,0.07692307692307693,0.48
39563,H1_15,1162,True,M,15,15,0.06666666666666667,0.4444444444444444
39564,H1_15,1162,True,M,6,6,0.0,0.4
39565,H1_15,1162,True,M,1,1,0.0,0.75
39566,H1_15,1162,True,A,4,4,0.5,0.5
39568,H1_15,1162,True,A,5,5,0.6,0.5
39571,H1_15,1162,True,A,8,8,0.25,0.5
39573,H1_15,1162,False,D,19,19,0.0,0.4722222222222222
39574,H1_15,1162,False,D,11,11,0.5454545454545454,0.47619047619047616
39575,H1_15,1162,False,D,20,20,0.0,0.5
39576,H1_15,1162,False,D,6,6,0.3333333333333333,0.45454545454545453
39577,H1_15,1162,False,M,1,1,0.0,0.6666666666666666
39578,H1_15,1162,False,M,5,5,0.6,0.5454545454545454
39579,H1_15,1162,False,A,3,3,0.6666666666666666,0.625
39580,H1_15,1162,False,M,9,9,0.7777777777777778,0.5263157894736842
39582,H1_15,1162,False,G,12,12,0.0,0.45454545454545453
39584,H1_15,1162,False,M,13,13,0.23076923076923078,0.5
39585,H1_15,1162,False,M,13,13,0.3076923076923077,0.5185185185185185
39558,H1_30,1162,True,G,7,3,0.0,0.46153846153846156
39559,H1_30,1162,True,D,27,17,0.1111111111111111,0.5
39560,H1_30,1162,True,D,27,9,0.0,0.509090909090909
39561,H1_30,1162,True,D,33,19,0.030303030303030304,0.5285714285714286
39562,H1_30,1162,True,D,16,3,0.1875,0.4666666666666667
39563,H1_30,1162,True,M,23,8,0.043478260869565216,0.46511627906976744
39564,H1_30,1162,True,M,21,15,0.09523809523809523,0.475
39565,H1_30,1162,True,M,6,5,0.16666666666666666,0.5714285714285714
39566,H1_30,1162,True,A,8,4,0.5,0.5294117647058824
39568,H1_30,1162,True,A,16,11,0.4375,0.4838709677419355
39571,H1_30,1162,True,A,14,6,0.2857142857142857,0.5
39573,H1_30,1162,False,D,25,6,0.0,0.46808510638297873
39574,H1_30,1162,False,D,15,4,0.4666666666666667,0.53125
39575,H1_30,1162,False,D,27,7,0.0,0.4807692307692308
39576,H1_30,1162,False,D,14,8,0.14285714285714285,0.48148148148148145
39577,H1_30,1162,False,M,6,5,0.3333333333333333,0.5384615384615384
39578,H1_30,1162,False,M,11,6,0.2727272727272727,0.5217391304347826
39579,H1_30,1162,False,A,3,0,0.6666666666666666,0.6666666666666666
39580,H1_30,1162,False,M,11,2,0.6363636363636364,0.5217391304347826
39582,H1_30,1162,False,G,18,6,0.0,0.45454545454545453
39584,H1_30,1162,False,M,23,10,0.13043478260869565,0.5
39585,H1_30,1162,False,M,20,7,0.2,0.5238095238095238
39558,H1_45,1162,True,G,9,2,0.0,0.5
39559,H1_45,1162,True,D,43,16,0.13953488372093023,0.47560975609756095
39560,H1_45,1162,True,D,34,7,0.0,0.5
39561,H1_45,1162,True,D,43,10,0.023255813953488372,0.5274725274725275
39562,H1_45,1162,True,D,22,6,0.18181818181818182,0.4883720930232558
39563,H1_45,1162,True,M,33,10,0.06060606060606061,0.47619047619047616
39564,H1_45,1162,True,M,29,8,0.1724137931034483,0.46296296296296297
39565,H1_45,1162,True,M,8,2,0.125,0.5555555555555556
39566,H1_45,1162,True,A,12,4,0.3333333333333333,0.5714285714285714
39568,H1_45,1162,True,A,17,1,0.4117647058823529,0.5
39571,H1_45,1162,True,A,19,5,0.3157894736842105,0.525
39573,H1_45,1162,False,D,32,7,0.0,0.47540983606557374
39574,H1_45,1162,False,D,20,5,0.45,0.5121951219512195
39575,H1_45,1162,False,D,39,12,0.1282051282051282,0.48
39576,H1_45,1162,False,D,19,5,0.3157894736842105,0.45714285714285713
39577,H1_45,1162,False,M,11,5,0.45454545454545453,0.5
39578,H1_45,1162,False,M,17,6,0.35294117647058826,0.48484848484848486
39579,H1_45,1162,False,A,4,1,0.5,0.7142857142857143
39580,H1_45,1162,False,M,15,4,0.6666666666666666,0.5161290322580645
39582,H1_45,1162,False,G,18,0,0.0,0.45454545454545453
39584,H1_45,1162,False,M,28,5,0.10714285714285714,0.5087719298245614
39585,H1_45,1162,False,M,28,8,0.21428571428571427,0.5254237288135594
39558,H2_15,1162,True,G,17,7,0.0,0.41379310344827586
39559,H2_15,1162,True,D,48,4,0.14583333333333334,0.4606741573033708
39560,H2_15,1162,True,D,37,2,0.0,0.5066666666666667
39561,H2_15,1162,True,D,45,2,0.044444444444444446,0.53125
39563,H2_15,1162,True,M,40,6,0.05,0.48717948717948717
39564,H2_15,1162,True,M,38,4,0.2631578947368421,0.4647887323943662
39565,H2_15,1162,True,M,11,2,0.09090909090909091,0.5416666666666666
39566,H2_15,1162,True,A,15,2,0.3333333333333333,0.5833333333333334
39567,H2_15,1162,True,D,5,5,0.2,0.5
39568,H2_15,1162,True,A,21,2,0.47619047619047616,0.5116279069767442
39571,H2_15,1162,True,A,20,1,0.3,0.5454545454545454
39573,H2_15,1162,False,D,47,12,0.06382978723404255,0.4946236559139785
39574,H2_15,1162,False,D,37,13,0.4864864864864865,0.4788732394366197
39575,H2_15,1162,False,D,57,12,0.08771929824561403,0.49107142857142855
39576,H2_15,1162,False,D,26,3,0.3076923076923077,0.49019607843137253
39577,H2_15,1162,False,M,16,3,0.5,0.5151515151515151
39578,H2_15,1162,False,M,21,4,0.38095238095238093,0.4878048780487805
39579,H2_15,1162,False,A,5,1,0.4,0.7058823529411765
