player_appearance_id,checkpoint,match_minute_at_cp,shot_accuracy,share_left_foot,share_right_foot,dominant_foot_strength,set_piece_share,is_penalty_taker,last15_intensity,cumul_intensity,intensity_uplift,player_shot_share,top_third_run_share,top_third_last15_share,runs_per_minute_played,cumul_press_events,last15_press_events,press_turnover_rate,top_third_press_share,forward_pass_share,mean_abs_pass_angle,cumul_pressing_others,pressing_minus_pressed,cumul_passes,last15_passes,top_third_pass_share,passes_received_share,shots_per_top_third_run,top_third_run_share_A,top_third_run_share_M,top_third_run_share_D,top_third_run_share_G,last15_sprints_A,last15_sprints_M,last15_sprints_D,last15_sprints_G,fatigue_gap,top_third_run_share_x_set_piece_share,top_third_run_share_x_shot_accuracy,shot_intent_under_fatigue,speed_above_team_avg,top_third_presence_joint,top_third_press_share_x_set_piece_share,pressing_minus_pressed_x_cumul_shots,press_turnover_rate_A,press_turnover_rate_M,press_turnover_rate_D,press_turnover_rate_G,forward_pass_share_A,forward_pass_share_M,forward_pass_share_D,forward_pass_share_G,top_third_press_share_above_team_avg,last15_press_events_x_last15_intensity_shots,top_third_presence_avg,four_domain_top_third_avg,top_third_consistency_count,top_third_pass_x_top_third_run,cumul_passes_A,cumul_passes_M,cumul_passes_D,cumul_passes_G,passes_received_share_A,passes_received_share_M,passes_received_share_D,passes_received_share_G,shots_per_pass_received,composure_under_pressure_ratio,last15_passes_received_x_last15_sprints,passes_received_share_above_team_avg,subbed_x_last15_intensity_shots,shot_to_pass_ratio,shot_to_press_ratio
39436,H1_15,15,,,,,,0,0.0,0.0,0.0,,0.2222222222222222,0.2222222222222222,0.6,3.0,3.0,0.3333333333333333,0.0,0.5,38.184629486939926,6.0,3.0,7,7,0.14285714285714285,0.5625,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.39454545454545453,0.0,,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,-0.03125,0.0,0.1111111111111111,0.09126984126984126,0,0.031746031746031744,0.0,7.0,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,0.7777768703714291,9.0,-0.053259871441689643,0.0,0.0,0.0
39437,H1_15,15,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,,,,,0.0,0.0,4,4,0.0,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.783999999999999,,,0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.5,0.0,,0.0,0.011461638340615976,0.0,0.0,
39438,H1_15,15,,,,,,0,0.0,0.0,0.0,0.0,0.1875,0.1875,1.0666666666666667,3.0,3.0,0.0,0.0,0.3333333333333333,49.60343876326393,4.0,1.0,12,12,0.16666666666666666,0.42857142857142855,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,-0.1380000000000008,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,-0.41238095238095235,0.0,0.09375,0.08854166666666666,0,0.03125,0.0,0.0,12.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,1.0909079008277445,45.0,-0.059966933087955476,0.0,0.0,0.0
39439,H1_15,15,,,,,,0,0.0,0.0,0.0,0.0,0.125,0.125,0.5333333333333333,8.0,8.0,0.125,0.0,0.2857142857142857,62.88117627380817,1.0,-7.0,24,24,0.0,0.48936170212765956,0.0,0.0,0.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,-0.580000000000001,0.0,,0,0.0,0.0,0.125,0.0,0.0,0.0,0.2857142857142857,0.0,-0.41238095238095235,0.0,0.0625,0.03125,0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.48936170212765956,0.0,0.0,0.8749991250008751,23.0,0.0008233404682755352,0.0,0.0,0.0
39440,H1_15,15,,,,,,0,0.0,0.0,0.0,0.0,0.1,0.1,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,31.88226412155848,0.0,-1.0,22,22,0.0,0.4883720930232558,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,-0.8680000000000003,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41238095238095235,0.0,0.05,0.025,0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.4883720930232558,0.0,0.0,1.0476179501145284,21.0,-0.00016626863612823062,0.0,0.0,0.0
39441,H1_15,15,,,,,,0,0.0,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.6,6.0,6.0,0.3333333333333333,0.6666666666666666,0.25,29.63145554661976,4.0,-2.0,10,10,0.7,0.5454545454545454,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,0.0,-0.503000000000001,0.37037037037037035,,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.25,0.0,0.0,0.2542857142857143,0.0,0.6111111111111112,0.48055555555555557,3,0.3888888888888889,0.0,10.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.8333322916679687,24.0,0.05691618379516139,0.0,0.0,0.0
39442,H1_15,15,1.0,0.0,1.0,1.0,0.0,0,0.06666666666666667,0.06666666666666667,0.9999850002249966,1.0,0.875,0.875,0.5333333333333333,7.0,7.0,0.5714285714285714,0.7142857142857143,0.5,32.971768334872166,3.0,-4.0,12,12,0.75,0.5,0.14285714285714285,0.0,0.875,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.875,0.0,-0.4460000000000006,0.625,0.0,-4,0.0,0.5714285714285714,0.0,0.0,0.0,0.5,0.0,0.0,0.30190476190476195,0.4666666666666667,0.7946428571428572,0.8348214285714286,4,0.65625,0.0,12.0,0.0,0.0,0.0,0.5,0.0,0.0,0.08333333333333333,0.5714278095248254,24.0,0.011461638340615976,0.0,0.08333333333333333,0.14285714285714285
39443,H1_15,15,,,,,,0,0.0,0.0,0.0,0.0,0.5,0.5,0.26666666666666666,7.0,7.0,0.2857142857142857,0.14285714285714285,0.0,42.96405967776414,1.0,-6.0,16,16,0.25,0.4482758620689655,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,-0.564000000000001,0.07142857142857142,,0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,-0.2695238095238095,0.0,0.3214285714285714,0.2232142857142857,1,0.125,0.0,16.0,0.0,0.0,0.0,0.4482758620689655,0.0,0.0,0.0,0.9523796825413756,13.0,-0.0402624995904185,0.0,0.0,0.0
39444,H1_15,15,,,,,,0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.4,1.0,1.0,1.0,0.0,,,4.0,3.0,0,0,,,0.0,0.8333333333333334,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,-0.3880000000000008,0.0,,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,-0.41238095238095235,0.0,0.4166666666666667,0.20833333333333334,1,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0
39445,H1_15,15,,,,,,0,0.0,0.0,0.0,0.0,0.375,0.375,1.0666666666666667,5.0,5.0,0.6,1.0,0.0,21.04819100471297,2.0,-3.0,9,9,0.4444444444444444,0.5,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-1.1110000000000007,0.375,,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5876190476190477,0.0,0.6875,0.4548611111111111,3,0.16666666666666666,0.0,9.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5142850530620746,0.0,0.011461638340615976,0.0,0.0,0.0
39448,H1_15,15,,,,,,0,0.0,0.0,0.0,0.0,0.6,0.6,0.6666666666666666,3.0,3.0,0.6666666666666666,1.0,0.0,41.38505371581393,2.0,-1.0,7,7,0.42857142857142855,0.46153846153846156,0.0,0.0,0.6,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,,0.0,-0.005000000000000782,0.6,,0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5876190476190477,0.0,0.8,0.5071428571428571,3,0.2571428571428571,0.0,7.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.3333330000003334,24.0,-0.02699990012092246,0.0,0.0,0.0
39449,H1_15,15,,,,,,0,0.0,0.0,0.0,0.0,0.5454545454545454,0.5454545454545454,0.7333333333333333,5.0,5.0,0.6,0.6,0.0,61.0181329987337,3.0,-2.0,10,10,0.1,0.5238095238095238,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,4.0,0.0,0.0,,,0.0,-0.18100000000000094,0.3272727272727272,,0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.18761904761904763,0.0,0.5727272727272728,0.3113636363636364,2,0.05454545454545454,0.0,0.0,10.0,0.0,0.0,0.0,0.5238095238095238,0.0,0.0,0.49999937500078123,44.0,0.03527116215013981,0.0,0.0,0.0
39421,H1_30,30,,,,,,0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,10,8,0.0,0.5454545454545454,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,-6.049272727272728,,,0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.5454545454545454,0.0,,0.0,0.020333069376131552,0.0,0.0,
39422,H1_30,30,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,7.0,3.0,0.42857142857142855,0.0,0.5,43.00789534550594,5.0,-2.0,22,15,0.045454545454545456,0.5111111111111111,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,,,0.0,0.5067272727272725,0.0,,0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.5,0.0,-0.28523809523809524,0.0,0.0,0.011363636363636364,0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.5111111111111111,0.0,0.0,0.6285707371436177,0.0,-0.01401036496730279,0.0,0.0,0.0
39423,H1_30,30,,,,,,0,0.0,0.0,0.0,0.0,0.25,0.5,0.4,3.0,3.0,0.3333333333333333,0.6666666666666666,0.0,49.92637378809049,3.0,0.0,21,14,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,,,0.0,0.8227272727272723,0.16666666666666666,,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3814285714285714,0.0,0.4583333333333333,0.22916666666666666,1,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6999992650007718,0.0,-0.025121476078413862,0.0,0.0,0.0
39424,H1_30,30,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.36666666666666664,2.0,1.0,0.0,0.0,1.0,23.1555292307652,2.0,0.0,11,7,0.18181818181818182,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,,,0.0,0.5687272727272727,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.28523809523809524,0.0,0.0,0.045454545454545456,0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.5,0.0,0.0,1.2222207283968873,0.0,-0.025121476078413862,0.0,0.0,0.0
39425,H1_30,30,,,,,,0,0.0,0.0,0.0,0.0,0.35714285714285715,0.7777777777777778,0.9333333333333333,4.0,0.0,0.75,0.25,0.0,36.15409465585366,18.0,14.0,3,3,0.0,0.4,0.0,0.35714285714285715,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.033333333333333326,,,0.0,0.5907272727272721,0.08928571428571429,,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035238095238095235,0.0,0.3035714285714286,0.1517857142857143,1,0.0,3.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.24999975000025002,3.0,-0.12512147607841384,0.0,0.0,0.0
39426,H1_30,30,,,,,,0,0.0,0.0,0.0,0.0,0.3,0.42857142857142855,0.6666666666666666,7.0,3.0,0.5714285714285714,0.2857142857142857,0.3333333333333333,30.006342838106374,14.0,7.0,7,3,0.14285714285714285,0.5333333333333333,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.09999999999999999,,,0.0,0.6407272727272728,0.0857142857142857,,0,0.0,0.5714285714285714,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0004761904761904634,0.0,0.2928571428571428,0.1821428571428571,0,0.04285714285714285,0.0,7.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.599999160001176,3.0,0.008211857254919464,0.0,0.0,0.0
39429,H1_30,30,,,,,,0,0.0,0.0,0.0,0.0,0.3157894736842105,0.45454545454545453,0.6333333333333333,2.0,2.0,0.5,0.5,0.0,62.81495706407442,7.0,5.0,11,9,0.09090909090909091,0.5,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,2.0,0.0,0.0,-0.06666666666666667,,,-0.0,0.5887272727272723,0.15789473684210525,,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.21476190476190476,0.0,0.40789473684210525,0.22667464114832536,2,0.028708133971291867,0.0,11.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5499993950006655,18.0,-0.025121476078413862,0.0,0.0,0.0
39431,H1_30,30,,,,,,0,0.0,0.0,0.0,0.0,0.20689655172413793,0.3333333333333333,0.9666666666666667,3.0,1.0,0.6666666666666666,0.3333333333333333,0.0,9.18037209130572,5.0,2.0,1,1,0.0,0.75,0.0,0.0,0.20689655172413793,0.0,0.0,0.0,5.0,0.0,0.0,-0.033333333333333326,,,-0.0,0.8547272727272723,0.06896551724137931,,0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.04809523809523808,0.0,0.27011494252873564,0.13505747126436782,1,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.3333330000003334,10.0,0.22487852392158614,0.0,0.0,0.0
39433,H1_30,30,0.5,0.5,0.5,0.5,0.0,0,0.13333333333333333,0.06666666666666667,1.9999700004499932,0.6666666666666666,0.3157894736842105,0.5714285714285714,0.6333333333333333,5.0,2.0,0.6,0.4,0.0,73.53566418054429,13.0,8.0,5,2,0.4,0.6153846153846154,0.3333333333333333,0.0,0.3157894736842105,0.0,0.0,0.0,1.0,0.0,0.0,0.03333333333333334,0.0,0.15789473684210525,0.06666666666666668,0.5977272727272727,0.12631578947368421,0.0,16,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.11476190476190479,0.26666666666666666,0.35789473684210527,0.5289473684210526,4,0.12631578947368421,0.0,5.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.25,0.9999975000062501,3.0,0.09026313930620156,0.13333333333333333,0.4,0.4
39435,H1_30,30,1.0,1.0,0.0,1.0,0.0,0,0.06666666666666667,0.03333333333333333,1.999940001799946,0.3333333333333333,0.2857142857142857,0.4,0.7,6.0,3.0,0.6666666666666666,0.16666666666666666,0.0,11.736667526572857,11.0,5.0,11,4,0.18181818181818182,0.42105263157894735,0.16666666666666666,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,1.0,0.0,0.03333333333333334,0.0,0.2857142857142857,0.03333333333333334,0.462727272727272,0.047619047619047616,0.0,5,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,-0.11857142857142858,0.2,0.22619047619047616,0.40854978354978355,1,0.051948051948051945,0.0,0.0,11.0,0.0,0.0,0.0,0.42105263157894735,0.0,0.125,0.5238087006815656,4.0,-0.10406884449946652,0.0,0.09090909090909091,0.16666666666666666
39436,H1_30,30,,,,,,0,0.0,0.0,0.0,0.0,0.2857142857142857,0.4,0.4666666666666667,8.0,5.0,0.25,0.25,0.6,49.42987901927176,13.0,5.0,15,8,0.26666666666666666,0.5,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,,,0.0,0.4157272727272723,0.07142857142857142,,0,0.0,0.25,0.0,0.0,0.0,0.6,0.0,0.0,-0.035238095238095235,0.0,0.26785714285714285,0.2005952380952381,0,0.07619047619047618,0.0,15.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8653836168650574,0.0,-0.025121476078413862,0.0,0.0,0.0
39437,H1_30,30,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,,,,,0.0,0.0,11,7,0.0,0.47619047619047616,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.396454545454545,,,0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.47619047619047616,0.0,,0.0,-0.02730333995225065,0.0,0.0,
39438,H1_30,30,1.0,0.0,1.0,1.0,0.0,0,0.06666666666666667,0.03333333333333333,1.999940001799946,0.2,0.13636363636363635,0.0,0.7333333333333333,5.0,2.0,0.0,0.2,0.6,45.56635235265766,5.0,0.0,21,9,0.19047619047619047,0.475,0.3333333333333333,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,3.0,0.0,0.06666666666666665,0.0,0.13636363636363635,0.06666666666666665,0.16045454545454518,0.02727272727272727,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,-0.1051785714285714,0.13333333333333333,0.16818181818181818,0.3817099567099567,1,0.025974025974025972,0.0,0.0,21.0,0.0,0.0,0.0,0.475,0.0,0.05263157894736842,1.1052619362894387,30.0,-0.028493816142726835,0.0,0.047619047619047616,0.2
39439,H1_30,30,,,,,,0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.36666666666666664,14.0,6.0,0.21428571428571427,0.0,0.45454545454545453,57.29223319463658,1.0,-13.0,42,18,0.0,0.4878048780487805,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,-0.3435454545454544,0.0,,0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.45454545454545453,0.0,-0.3051785714285714,0.0,0.045454545454545456,0.022727272727272728,0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.4878048780487805,0.0,0.0,0.8048772242721117,17.0,-0.015688938093946336,0.0,0.0,0.0
39440,H1_30,30,0.0,0.0,0.0,0.0,0.0,0,0.06666666666666667,0.03333333333333333,1.999940001799946,0.2,0.125,0.16666666666666666,0.5333333333333333,2.0,1.0,0.0,0.0,0.0,60.512373435527145,0.0,-2.0,36,14,0.0,0.5068493150684932,0.5,0.0,0.0,0.125,0.0,0.0,0.0,2.0,0.0,-0.033333333333333326,0.0,0.0,-0.033333333333333326,-0.536545454545454,0.0,0.0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3051785714285714,0.06666666666666667,0.0625,0.28125,1,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.5068493150684932,0.0,0.02702702702702703,1.0588224083056854,32.0,0.0033554989257663648,0.0,0.027777777777777776,0.5
39441,H1_30,30,,,,,,0,0.0,0.0,0.0,0.0,0.46153846153846156,0.25,0.43333333333333335,14.0,8.0,0.21428571428571427,0.2857142857142857,0.3333333333333333,34.167418945877614,6.0,-8.0,23,13,0.4782608695652174,0.5208333333333334,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,1.0,0.0,0.0,0.03333333333333334,,,0.0,-0.3985454545454541,0.13186813186813187,,0,0.0,0.21428571428571427,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,-0.019464285714285712,0.0,0.37362637362637363,0.30637840420449114,2,0.22073578595317728,0.0,23.0,0.0,0.0,0.0,0.5208333333333334,0.0,0.0,0.0,0.8605432751872972,13.0,0.017339517190606557,0.0,0.0,0.0
39442,H1_30,30,1.0,0.0,1.0,1.0,0.0,0,0.0,0.03333333333333333,0.0,0.2,0.8333333333333334,0.75,0.4,12.0,5.0,0.3333333333333333,0.5,0.3333333333333333,25.890553728141327,6.0,-6.0,21,9,0.6190476190476191,0.4878048780487805,0.1,0.0,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.03333333333333334,0.0,0.8333333333333334,0.0,-0.13654545454545453,0.4166666666666667,0.0,-6,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.1948214285714286,0.0,0.6666666666666667,0.7380952380952381,4,0.5158730158730159,0.0,21.0,0.0,0.0,0.0,0.4878048780487805,0.0,0.0,0.05,0.8235283944649245,8.0,-0.015688938093946336,0.0,0.047619047619047616,0.08333333333333333
