player_appearance_id,checkpoint,press_turnover_rate_A,top_third_run_share_A,top_third_presence_joint,top_third_pass_x_top_third_run,top_third_press_share_x_set_piece_share,four_domain_top_third_avg,top_third_run_share,cumul_passes,top_third_press_share_above_team_avg,passes_received_share_D,forward_pass_share_D,cumul_intensity,top_third_last15_share,match_minute_at_cp,runs_per_minute_played,passes_received_share_above_team_avg,shot_to_pass_ratio,last15_sprints_A,last15_press_events_x_last15_intensity_shots,press_turnover_rate,forward_pass_share_A,fatigue_gap,last15_intensity,last15_press_events,shot_intent_under_fatigue
39444,H1_15,1.0,0.8333333333333334,0.0,,,0.2083333333333333,0.8333333333333334,0,-0.4123809523809523,0.0,0.0,0.0,0.8333333333333334,15,0.4,,,2.0,0.0,1.0,,0.0,0.0,1.0,0.0
39445,H1_15,0.0,0.0,0.375,0.1666666666666666,,0.4548611111111111,0.375,9,0.5876190476190477,0.0,0.0,0.0,0.375,15,1.0666666666666669,0.0114616383406159,0.0,0.0,0.0,0.6,0.0,0.0,0.0,5.0,0.0
39448,H1_15,0.0,0.0,0.6,0.2571428571428571,,0.5071428571428571,0.6,7,0.5876190476190477,0.0,0.0,0.0,0.6,15,0.6666666666666666,-0.0269999001209224,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,3.0,0.0
39449,H1_15,0.0,0.0,0.3272727272727272,0.0545454545454545,,0.3113636363636364,0.5454545454545454,10,0.1876190476190476,0.5238095238095238,0.0,0.0,0.5454545454545454,15,0.7333333333333333,0.0352711621501398,0.0,0.0,0.0,0.6,0.0,0.0,0.0,5.0,0.0
39421,H1_30,0.0,0.0,,,,0.0,,10,,0.0,0.0,0.0,,30,0.0,0.0203330693761315,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
39422,H1_30,0.0,0.0,0.0,0.0,,0.0113636363636363,0.0,22,-0.2852380952380952,0.5111111111111111,0.5,0.0,0.0,30,0.3333333333333333,-0.0140103649673027,0.0,0.0,0.0,0.4285714285714285,0.0,0.0666666666666666,0.0,3.0,0.0
39423,H1_30,0.0,0.0,0.1666666666666666,0.0,,0.2291666666666666,0.25,21,0.3814285714285714,0.5,0.0,0.0,0.5,30,0.4,-0.0251214760784138,0.0,0.0,0.0,0.3333333333333333,0.0,0.0666666666666666,0.0,3.0,0.0
39424,H1_30,0.0,0.0,0.0,0.0,,0.0454545454545454,0.0,11,-0.2852380952380952,0.5,1.0,0.0,0.0,30,0.3666666666666666,-0.0251214760784138,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,1.0,0.0
39425,H1_30,0.75,0.3571428571428571,0.0892857142857142,0.0,,0.1517857142857143,0.3571428571428571,3,-0.0352380952380952,0.0,0.0,0.0,0.7777777777777778,30,0.9333333333333332,-0.1251214760784138,0.0,3.0,0.0,0.75,0.0,0.0333333333333333,0.0,0.0,0.0
39426,H1_30,0.0,0.0,0.0857142857142857,0.0428571428571428,,0.1821428571428571,0.3,7,0.0004761904761904,0.0,0.0,0.0,0.4285714285714285,30,0.6666666666666666,0.0082118572549194,0.0,0.0,0.0,0.5714285714285714,0.0,0.0999999999999999,0.0,3.0,0.0
39429,H1_30,0.0,0.0,0.1578947368421052,0.0287081339712918,,0.2266746411483253,0.3157894736842105,11,0.2147619047619047,0.0,0.0,0.0,0.4545454545454545,30,0.6333333333333333,-0.0251214760784138,0.0,0.0,0.0,0.5,0.0,-0.0666666666666666,0.0,2.0,-0.0
39431,H1_30,0.0,0.0,0.0689655172413793,0.0,,0.1350574712643678,0.2068965517241379,1,0.048095238095238,0.0,0.0,0.0,0.3333333333333333,30,0.9666666666666668,0.2248785239215861,0.0,0.0,0.0,0.6666666666666666,0.0,-0.0333333333333333,0.0,1.0,-0.0
39433,H1_30,0.0,0.0,0.1263157894736842,0.1263157894736842,0.0,0.5289473684210526,0.3157894736842105,5,0.1147619047619047,0.0,0.0,0.0666666666666666,0.5714285714285714,30,0.6333333333333333,0.0902631393062015,0.4,0.0,0.2666666666666666,0.6,0.0,0.0333333333333333,0.1333333333333333,2.0,0.0666666666666666
39435,H1_30,0.0,0.0,0.0476190476190476,0.0519480519480519,0.0,0.4085497835497835,0.2857142857142857,11,-0.1185714285714285,0.4210526315789473,0.0,0.0333333333333333,0.4,30,0.7,-0.1040688444994665,0.0909090909090909,0.0,0.2,0.6666666666666666,0.0,0.0333333333333333,0.0666666666666666,3.0,0.0333333333333333
39436,H1_30,0.0,0.0,0.0714285714285714,0.0761904761904761,,0.2005952380952381,0.2857142857142857,15,-0.0352380952380952,0.0,0.0,0.0,0.4,30,0.4666666666666667,-0.0251214760784138,0.0,0.0,0.0,0.25,0.0,0.0333333333333333,0.0,5.0,0.0
39437,H1_30,0.0,0.0,,0.0,,0.0,0.0,11,,0.0,0.0,0.0,0.0,30,0.0666666666666666,-0.0273033399522506,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
39438,H1_30,0.0,0.0,0.0272727272727272,0.0259740259740259,0.0,0.3817099567099567,0.1363636363636363,21,-0.1051785714285714,0.475,0.6,0.0333333333333333,0.0,30,0.7333333333333333,-0.0284938161427268,0.0476190476190476,0.0,0.1333333333333333,0.0,0.0,0.0666666666666666,0.0666666666666666,2.0,0.0666666666666666
39439,H1_30,0.0,0.0,0.0,0.0,,0.0227272727272727,0.0909090909090909,42,-0.3051785714285714,0.4878048780487805,0.4545454545454545,0.0,0.0,30,0.3666666666666666,-0.0156889380939463,0.0,0.0,0.0,0.2142857142857142,0.0,0.0,0.0,6.0,0.0
39440,H1_30,0.0,0.0,0.0,0.0,0.0,0.28125,0.125,36,-0.3051785714285714,0.5068493150684932,0.0,0.0333333333333333,0.1666666666666666,30,0.5333333333333333,0.0033554989257663,0.0277777777777777,0.0,0.0666666666666666,0.0,0.0,-0.0333333333333333,0.0666666666666666,1.0,-0.0333333333333333
39441,H1_30,0.0,0.0,0.1318681318681318,0.2207357859531772,,0.3063784042044911,0.4615384615384615,23,-0.0194642857142857,0.0,0.0,0.0,0.25,30,0.4333333333333333,0.0173395171906065,0.0,0.0,0.0,0.2142857142857142,0.0,0.0333333333333333,0.0,8.0,0.0
39442,H1_30,0.0,0.0,0.4166666666666667,0.5158730158730159,0.0,0.7380952380952381,0.8333333333333334,21,0.1948214285714286,0.0,0.0,0.0333333333333333,0.75,30,0.4,-0.0156889380939463,0.0476190476190476,0.0,0.0,0.3333333333333333,0.0,0.0333333333333333,0.0,5.0,0.0
39443,H1_30,0.0,0.0,0.0416666666666666,0.0471380471380471,0.0,0.4054608585858585,0.2222222222222222,33,-0.1176785714285714,0.0,0.0,0.0333333333333333,0.0,30,0.3,-0.0273033399522506,0.0303030303030303,0.0,0.6,0.3125,0.0,0.0,0.0666666666666666,9.0,0.0
39444,H1_30,0.7142857142857143,0.4761904761904761,0.0,0.1587301587301587,0.0,0.4523809523809524,0.4761904761904761,3,-0.3051785714285714,0.0,0.0,0.0333333333333333,0.3333333333333333,30,0.7,0.1215061838572731,0.3333333333333333,5.0,0.4,0.7142857142857143,0.5,-0.0999999999999999,0.0666666666666666,6.0,-0.0999999999999999
39445,H1_30,0.0,0.0,0.2739130434782608,0.1422924901185771,,0.3637351778656126,0.391304347826087,22,0.3948214285714285,0.0,0.0,0.0,0.4285714285714285,30,0.7666666666666667,-0.0034938161427268,0.0,0.0,0.0,0.5,0.0,-0.0333333333333333,0.0,5.0,-0.0
39448,H1_30,0.0,0.0,0.375,0.2666666666666666,,0.4458333333333333,0.5,15,0.4448214285714286,0.0,0.0,0.0,0.3333333333333333,30,0.5333333333333333,-0.0207351954530716,0.0,0.0,0.0,0.5,0.0,0.0999999999999999,0.0,1.0,0.0
39449,H1_30,0.0,0.0,0.2142857142857142,0.0526315789473684,,0.2584586466165414,0.5,19,0.1233928571428571,0.5,0.3333333333333333,0.0,0.4285714285714285,30,0.6,-0.0034938161427268,0.0,0.0,0.0,0.4285714285714285,0.0,0.0333333333333333,0.0,2.0,0.0
39421,H1_45,0.0,0.0,,0.0,,0.0,0.0,13,,0.0,0.0,0.0,0.0,45,0.0444444444444444,0.0086876740620056,0.0,0.0,0.0,,0.0,-0.0444444444444444,0.0,0.0,-0.0
39422,H1_45,0.0,0.0,0.0,0.0017361111111111,,0.0225694444444444,0.0625,36,-0.2949404761904762,0.4857142857142857,0.3333333333333333,0.0,0.1666666666666666,45,0.3555555555555555,-0.0241165587422271,0.0,0.0,0.0,0.3333333333333333,0.0,-0.0444444444444444,0.0,2.0,-0.0
39423,H1_45,0.0,0.0,0.0833333333333333,0.0,,0.1666666666666666,0.1666666666666666,39,0.2050595238095238,0.4935064935064935,0.0,0.0,0.0,45,0.4,-0.0163243509500193,0.0,0.0,0.0,0.25,0.0,-0.0444444444444444,0.0,1.0,-0.0
39424,H1_45,0.0,0.0,0.0416666666666666,0.0263157894736842,,0.1672149122807017,0.125,19,0.0383928571428571,0.4864864864864865,0.4,0.0,0.4,45,0.3555555555555555,-0.0233443579700263,0.0,0.0,0.0,0.5,0.0,-0.0222222222222222,0.0,10.0,-0.0
39425,H1_45,0.625,0.4117647058823529,0.0514705882352941,0.0,,0.1341911764705882,0.4117647058823529,5,-0.1699404761904762,0.0,0.0,0.0,0.6666666666666666,45,0.7555555555555555,-0.1348308444565128,0.0,1.0,0.0,0.625,0.6666666666666666,0.1111111111111111,0.0,4.0,0.0
39426,H1_45,0.0,0.0,0.1354679802955665,0.0689655172413793,0.0,0.4795678459471563,0.3793103448275862,11,0.0622023809523809,0.0,0.0,0.0222222222222222,0.5555555555555556,45,0.6444444444444445,0.0973120126863442,0.0909090909090909,0.0,0.4666666666666667,0.5714285714285714,0.0,0.0666666666666666,0.0666666666666666,7.0,0.0666666666666666
39429,H1_45,0.0,0.0,0.1428571428571428,0.0222222222222222,,0.2071428571428571,0.3333333333333333,15,0.1336309523809523,0.0,0.0,0.0,0.4,45,0.5333333333333333,-0.0098308444565128,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,5.0,0.0
39431,H1_45,0.0,0.0,0.0803571428571428,0.0612244897959183,,0.21875,0.2142857142857142,7,0.0800595238095238,0.0,0.0,0.0,0.2307692307692307,45,0.9333333333333332,0.0784044496611342,0.0,0.0,0.0,0.5,0.0,0.0666666666666666,0.0,5.0,0.0
39433,H1_45,0.0,0.0,0.1785714285714285,0.1339285714285714,0.0,0.5580357142857143,0.3571428571428571,8,0.2050595238095238,0.0,0.0,0.0444444444444444,0.4444444444444444,45,0.6222222222222222,0.0901691555434871,0.25,0.0,0.0,0.5,0.0,0.0666666666666666,0.0,1.0,0.0
39435,H1_45,0.0,0.0,0.0408163265306122,0.0428571428571428,0.0,0.3946428571428571,0.2857142857142857,20,-0.1520833333333333,0.4444444444444444,0.0,0.0222222222222222,0.2857142857142857,45,0.6222222222222222,-0.0653864000120684,0.05,0.0,0.0,0.5714285714285714,0.0,-0.0666666666666666,0.0,1.0,-0.0
39436,H1_45,0.0,0.0,0.0625,0.0493827160493827,0.0,0.4172453703703703,0.3333333333333333,27,-0.1074404761904762,0.0,0.0,0.0222222222222222,0.4285714285714285,45,0.4666666666666667,-0.0007399353656037,0.037037037037037,0.0,0.5333333333333333,0.375,0.0,-0.0222222222222222,0.0666666666666666,8.0,-0.0222222222222222
39437,H1_45,0.0,0.0,0.0,0.0,,0.0,0.0,19,-0.2693227153120201,0.0,0.0,0.0,,45,0.0444444444444444,-0.0613739593069323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39438,H1_45,0.0,0.0,0.0386100386100386,0.0279589934762348,0.0,0.4069364931433897,0.1351351351351351,29,0.0163915704022655,0.4912280701754385,0.5,0.0222222222222222,0.1333333333333333,45,0.8222222222222222,-0.011322359719729,0.0344827586206896,0.0,0.0,0.0,0.0,0.0444444444444444,0.0,2.0,0.0
39439,H1_45,0.0,0.0,0.0,0.0,,0.0166666666666666,0.0666666666666666,54,-0.2693227153120201,0.4857142857142857,0.5,0.0,0.0,45,0.3333333333333333,-0.0168361441808819,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0
39440,H1_45,0.0,0.0,0.0,0.0,0.0,0.275,0.1,50,-0.2693227153120201,0.494949494949495,0.0,0.0222222222222222,0.0,45,0.4444444444444444,-0.0076009349456726,0.02,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,2.0,0.0
39441,H1_45,0.0,0.0,0.1193181818181818,0.1579861111111111,,0.2678345959595959,0.4375,36,0.0034045574152525,0.0,0.0,0.0,0.3333333333333333,45,0.3555555555555555,0.0109630836183458,0.0,0.0,0.0,0.2272727272727272,0.0,0.0222222222222222,0.0,8.0,0.0
39442,H1_45,0.0,0.0,0.3609022556390977,0.3789473684210526,0.0,0.7007518796992481,0.631578947368421,25,0.3021058561165513,0.0,0.0,0.0444444444444444,0.2857142857142857,45,0.4222222222222222,-0.0127545115278207,0.08,0.0,0.1333333333333333,0.3571428571428571,0.0,-0.1111111111111111,0.0666666666666666,2.0,-0.1111111111111111
39443,H1_45,0.0,0.0,0.025,0.0232558139534883,0.0,0.3777616279069767,0.125,43,-0.0693227153120201,0.0,0.0,0.0222222222222222,0.0,45,0.3555555555555555,-0.0269406737976066,0.0232558139534883,0.0,0.0,0.25,0.0,-0.0888888888888889,0.0,4.0,-0.0
39444,H1_45,0.6363636363636364,0.4666666666666667,0.0,0.0777777777777777,0.0,0.4083333333333333,0.4666666666666667,6,-0.2693227153120201,0.0,0.0,0.0222222222222222,0.4444444444444444,45,0.6666666666666666,0.0974495701048323,0.1666666666666666,2.0,0.0,0.6363636363636364,0.5,0.0666666666666666,0.0,4.0,0.0
39445,H1_45,0.0,0.0,0.2521008403361344,0.1244239631336405,0.0,0.5767823258335592,0.4285714285714285,31,0.3189125788056269,0.0,0.0,0.0222222222222222,0.6,45,0.6222222222222222,0.0130745701048323,0.032258064516129,0.0,0.4666666666666667,0.4117647058823529,0.0,0.0222222222222222,0.0666666666666666,7.0,0.0222222222222222
39448,H1_45,0.0,0.0,0.2869565217391304,0.2495274102079395,,0.4,0.4782608695652174,23,0.3306772846879798,0.0,0.0,0.0,0.4285714285714285,45,0.5111111111111111,0.0080878679771727,0.0,0.0,0.0,0.6,0.0,0.0222222222222222,0.0,1.0,0.0
39449,H1_45,0.0,0.0,0.1532567049808429,0.0551724137931034,,0.2373180076628352,0.3448275862068966,25,0.1751217291324243,0.5098039215686274,0.4,0.0,0.0909090909090909,45,0.6444444444444445,0.0072534916734597,0.0,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,2.0,0.0
39421,H2_15,0.0,0.0,,0.0,,0.0,0.0,19,,0.0,0.0,0.0,,60,0.0333333333333333,-0.030448867770753,0.0,0.0,0.0,,0.0,0.0166666666666666,0.0,0.0,0.0
39422,H2_15,0.0,0.0,0.0,0.0011074197120708,,0.0177187153931339,0.0476190476190476,43,-0.2963916475681181,0.4880952380952381,0.4285714285714285,0.0,0.0,60,0.35,-0.0288401161620014,0.0,0.0,0.0,0.3636363636363636,0.0,0.0666666666666666,0.0,1.0,0.0
39423,H2_15,0.0,0.0,0.08,0.0,,0.15,0.2,44,0.1036083524318818,0.5,0.0,0.0,0.5,60,0.3333333333333333,-0.0169353542572395,0.0,0.0,0.0,0.4,0.0,0.0666666666666666,0.0,1.0,0.0
39424,H2_15,0.0,0.0,0.0454545454545454,0.0327272727272727,,0.1774242424242424,0.1363636363636363,25,0.0369416857652151,0.4897959183673469,0.3333333333333333,0.0,0.1666666666666666,60,0.3666666666666666,-0.0271394358898926,0.0,0.0,0.0,0.5333333333333333,0.0,-0.1166666666666666,0.0,3.0,-0.0
39425,H2_15,0.5555555555555556,0.4680851063829787,0.1040189125295508,0.1337386018237082,,0.2440054035798716,0.4680851063829787,7,-0.0741694253458959,0.0,0.0,0.0,0.5833333333333334,60,0.7833333333333333,-0.055396892718778,0.0,2.0,0.0,0.5555555555555556,0.75,0.0333333333333333,0.0,1.0,0.0
39426,H2_15,0.0,0.0,0.1578073089700996,0.1262458471760797,0.0,0.5211794019933554,0.4418604651162791,14,0.060751209574739,0.0,0.0,0.0333333333333333,0.5714285714285714,60,0.7166666666666667,0.0712999398604075,0.1428571428571428,0.0,0.0,0.5714285714285714,0.0,-0.15,0.0666666666666666,0.0,-0.15
39429,H2_15,0.0,0.0,0.1346938775510203,0.0349206349206349,,0.2134920634920635,0.3142857142857143,18,0.1321797810033104,0.0,0.0,0.0,0.2727272727272727,60,0.5833333333333334,-0.003421840743726,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0
39431,H2_15,0.0,0.0,0.0859504132231405,0.0709090909090909,,0.2249999999999999,0.2363636363636363,10,0.0672447160682455,0.0,0.0,0.0,0.3076923076923077,60,0.9166666666666666,0.0482820370471082,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,3.0,0.0
39433,H2_15,0.0,0.0,0.2142857142857142,0.140625,0.0,0.5803571428571428,0.375,8,0.2750369238604532,0.0,0.0,0.0333333333333333,0.4166666666666667,60,0.6666666666666666,0.1021122647903794,0.25,0.0,0.0,0.4285714285714285,0.0,0.0,0.0,1.0,0.0
39435,H2_15,0.0,0.0,0.036036036036036,0.054054054054054,0.0,0.4005255255255255,0.3243243243243243,24,-0.185280536457007,0.4666666666666667,0.0,0.0333333333333333,0.4444444444444444,60,0.6166666666666667,-0.0502686875905729,0.0833333333333333,0.0,0.1333333333333333,0.5555555555555556,0.0,0.05,0.0666666666666666,2.0,0.05
39436,H2_15,0.0,0.0,0.0610859728506787,0.0540865384615384,0.0,0.419718608597285,0.3461538461538461,32,-0.119921059332824,0.0,0.0,0.0166666666666666,0.4,60,0.4333333333333333,-0.0092430465649319,0.03125,0.0,0.0,0.3529411764705882,0.0,-0.0166666666666666,0.0,0.0,-0.0
39437,H2_15,0.0,0.0,0.0,0.0,,0.0,0.0,24,-0.1972369176717003,0.0,0.0,0.0,,60,0.0333333333333333,-0.0169870124825768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39438,H2_15,0.0,0.0,0.071301247771836,0.0412796697626419,0.0,0.4425602776995966,0.196078431372549,38,0.1663994459646633,0.4933333333333333,0.5,0.0166666666666666,0.3571428571428571,60,0.85,0.0218008663053019,0.0263157894736842,0.0,0.0,0.1818181818181818,0.0,-0.0666666666666666,0.0,4.0,-0.0
39439,H2_15,0.0,0.0,0.0,0.0,,0.0119047619047619,0.0476190476190476,67,-0.1972369176717003,0.4885496183206106,0.4615384615384615,0.0,0.0,60,0.35,0.0170171512925793,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0
39440,H2_15,0.0,0.0,0.0,0.0,0.0,0.2685185185185185,0.074074074074074,62,-0.1972369176717003,0.4959349593495935,0.0,0.0166666666666666,0.0,60,0.45,0.0244024923215621,0.0161290322580645,0.0,0.0,0.0,0.0,0.0166666666666666,0.0,0.0,0.0
39441,H2_15,0.0,0.0,0.1043478260869565,0.1368421052631579,,0.2507437070938215,0.4,38,0.063632647545691,0.0,0.0,0.0,0.25,60,0.3333333333333333,0.0412880457924814,0.0,0.0,0.0,0.2608695652173913,0.0,0.0666666666666666,0.0,1.0,0.0
39442,H2_15,0.0,0.0,0.3333333333333333,0.3046594982078853,0.0,0.6759856630824372,0.5555555555555556,31,0.4027630823282997,0.0,0.0,0.0333333333333333,0.375,60,0.45,0.0030438041584093,0.064516129032258,0.0,0.0,0.4,0.0,0.0166666666666666,0.0,1.0,0.0
39443,H2_15,0.0,0.0,0.0174825174825174,0.0132231404958677,0.0,0.3571678321678321,0.0909090909090909,55,-0.0049292253640079,0.0,0.0,0.0166666666666666,0.0,60,0.3666666666666666,0.0095996084436667,0.0181818181818181,0.0,0.0,0.1923076923076923,0.0,-0.0166666666666666,0.0,5.0,-0.0
39444,H2_15,0.6153846153846154,0.5,0.0,0.0555555555555555,0.0,0.4027777777777778,0.5,9,-0.1972369176717003,0.0,0.0,0.0166666666666666,0.7142857142857143,60,0.6333333333333333,0.0547833224456528,0.1111111111111111,4.0,0.0,0.6153846153846154,0.4,-0.0499999999999999,0.0,2.0,-0.0
39448,H2_15,0.0,0.0,0.2298850574712643,0.1992337164750957,,0.3627075351213282,0.4137931034482758,27,0.3583186378838553,0.0,0.0,0.0,0.1666666666666666,60,0.4833333333333333,0.0547833224456528,0.0,0.0,0.0,0.6666666666666666,0.0,0.1166666666666666,0.0,4.0,0.0
39451,H2_15,0.0,0.0,0.0,0.0,,0.0,0.0,2,-0.1972369176717003,0.0,0.0,0.0,0.0,60,1.0,-0.138199133694698,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,3.0,0.0
39452,H2_15,0.0,0.0,,0.0151515151515151,,0.0643939393939393,0.0909090909090909,6,,0.4,,0.0,0.0909090909090909,60,0.7333333333333333,-0.0715324670280313,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
39421,H2_30,0.0,0.0,,0.0,,0.0,0.0,25,,0.0,0.0,0.0,,75,0.0266666666666666,-0.0417919746085018,0.0,0.0,0.0,,0.0,0.0133333333333333,0.0,0.0,0.0
39422,H2_30,0.0,0.0,0.0,0.0008695652173913,,0.0154347826086956,0.04,46,-0.2959544695071011,0.4831460674157303,0.4285714285714285,0.0,0.0,75,0.3333333333333333,-0.0378125738594382,0.0,0.0,0.0,0.3636363636363636,0.0,0.0533333333333333,0.0,0.0,0.0
39423,H2_30,0.0,0.0,0.0606060606060606,0.0,,0.1287878787878787,0.1818181818181818,48,0.0373788638262322,0.5151515151515151,0.0,0.0,0.0,75,0.2933333333333333,-0.0058071261236534,0.0,0.0,0.0,0.3333333333333333,0.0,0.0533333333333333,0.0,1.0,0.0
39424,H2_30,0.0,0.0,0.0401785714285714,0.0267857142857142,,0.1830357142857143,0.1071428571428571,28,0.0790455304928989,0.5,0.3333333333333333,0.0,0.0,75,0.3733333333333333,-0.0209586412751685,0.0,0.0,0.0,0.5625,0.0,0.0133333333333333,0.0,1.0,0.0
39425,H2_30,0.6666666666666666,0.4285714285714285,0.0714285714285714,0.1285714285714285,,0.2238095238095238,0.4285714285714285,10,-0.1292878028404344,0.0,0.0,0.0,0.2222222222222222,75,0.7466666666666667,0.0028508825343552,0.0,2.0,0.0,0.6666666666666666,0.75,0.0266666666666666,0.0,3.0,0.0
39426,H2_30,0.0,0.0,0.2021052631578947,0.1333333333333333,0.0,0.5447076023391813,0.48,18,0.1250981620718462,0.0,0.0,0.0266666666666666,0.7142857142857143,75,0.6666666666666666,0.0604367075620407,0.1111111111111111,0.0,0.0,0.5789473684210527,0.0,0.0933333333333333,0.0,5.0,0.0
