player_appearance_id,player_id,fixture_id,date,checkpoint,checkpoint_period,checkpoint_min,position,is_home,formation,minute_in,minute_out,subbed,last15_sprints,last15_hsr,last15_distance,last15_mean_max_speed,last15_peak_speed,last15_shots,last15_shots_on_target,last15_shots_under_press,last15_shots_top_third,cumul_sprints,cumul_hsr,cumul_distance,cumul_mean_max_speed,cumul_peak_speed,cumul_shots,cumul_shots_on_target,cumul_shots_under_press,cumul_shots_top_third,scored_after,minutes_active,active_windows,ratio_sprints,ratio_hsr,ratio_distance,ratio_mean_max_speed,ratio_peak_speed,ratio_shots,ratio_shots_on_target,ratio_shots_under_press,ratio_shots_top_third,formation_offensiveness
39449,3318,1159,6/11/2025,H1_15,half_1,15,D,FALSE,4-1-4-1,1,46,TRUE,4,7,161.91,7.055,8.92,0,0,0,0,4,7,161.91,7.055,8.92,0,0,0,0,0,15,1,1,1,1,1,1,,,,,17
39422,2732,1159,6/11/2025,H1_30,half_1,30,D,TRUE,4-1-4-1,1,90,FALSE,0,3,38.78,5.973,6.05,0,0,0,0,2,8,106.93,6.556,7.46,0,0,0,0,0,30,2,0,0.75,0.725334331,1.8221476510067114,1.6219839142091153,,,,,17
39423,3296,1159,6/11/2025,H1_30,half_1,30,D,TRUE,4-1-4-1,1,90,FALSE,0,6,66.68,6.578,7.43,0,0,0,0,2,10,135.16,6.872,7.87,0,0,0,0,0,30,2,0,1.2,0.9866824504291212,1.9144353899883586,1.8881829733163913,,,,,17
39424,3297,1159,6/11/2025,H1_30,half_1,30,D,TRUE,4-1-4-1,1,90,FALSE,0,5,70.46,6.312,7.14,0,0,0,0,1,10,150.82,6.618,8.95,0,0,0,0,0,30,2,0,1,0.9343588383503514,1.9075249320036265,1.5955307262569833,,,,,17
39425,3298,1159,6/11/2025,H1_30,half_1,30,A,TRUE,4-1-4-1,1,75,TRUE,3,6,94.9,6.867,8.25,0,0,0,0,7,21,278.2,6.64,8.25,0,0,0,0,0,30,2,0.8571428571428571,0.5714285714285714,0.6822429906542057,2.0683734939759035,2,,,,,17
39426,3299,1159,6/11/2025,H1_30,half_1,30,M,TRUE,4-1-4-1,1,87,TRUE,1,6,75.07,6.363,8.01,0,0,0,0,5,15,213.52,6.69,8.45,0,0,0,0,1,30,2,0.4,0.8,0.7031659797677031,1.9022421524663677,1.8958579881656805,,,,,17
39429,3302,1159,6/11/2025,H1_30,half_1,30,M,TRUE,4-1-4-1,1,90,FALSE,2,9,127.88,6.723,7.51,0,0,0,0,2,17,281.29,6.638,7.51,0,0,0,0,0,30,2,2,1.0588235294117647,0.909239575,2.025610123531184,2,,,,,17
39431,3303,1159,6/11/2025,H1_30,half_1,30,M,TRUE,4-1-4-1,1,80,TRUE,5,10,141.64,6.776,7.8,0,0,0,0,9,20,391.11,6.904,9.88,0,0,0,0,0,30,2,1.1111111111111112,1,0.7242975122088414,1.962920046349942,1.5789473684210524,,,,,17
39433,2713,1159,6/11/2025,H1_30,half_1,30,M,TRUE,4-1-4-1,1,87,TRUE,1,6,96.8,6.514,8.44,2,1,2,2,3,16,256.25,6.647,8.44,2,1,2,2,0,30,2,0.6666666666666666,0.75,0.7555121951219512,1.9599819467428916,2,2,2,2,2,17
39435,2695,1159,6/11/2025,H1_30,half_1,30,D,TRUE,4-1-4-1,1,90,FALSE,1,9,132.2,6.372,8.24,1,1,0,1,3,18,235.81,6.512,8.24,1,1,0,1,1,30,2,0.6666666666666666,1,1.1212416776218141,1.9570024570024571,2,2,2,,2,17
39436,3305,1159,6/11/2025,H1_30,half_1,30,M,TRUE,4-1-4-1,1,80,TRUE,0,5,67.2,6.31,7,0,0,0,0,1,13,190.91,6.465,8.67,0,0,0,0,0,30,2,0,0.7692307692307693,0.7039966476350114,1.9520494972931166,1.6147635524798154,,,,,17
39438,3307,1159,6/11/2025,H1_30,half_1,30,D,FALSE,4-1-4-1,1,90,FALSE,3,3,85.01,7.358,8.36,1,1,1,1,8,14,318.69,7.169,9.48,1,1,1,1,0,30,2,0.75,0.42857142857142855,0.5334965013022059,2.052727019110057,1.7637130801687761,2,2,2,2,17
39439,3308,1159,6/11/2025,H1_30,half_1,30,D,FALSE,4-1-4-1,1,90,FALSE,1,2,32.55,6.687,8.24,0,0,0,0,2,9,134.76,6.665,8.62,0,0,0,0,0,30,2,1,0.4444444444444444,0.48308103294746213,2.006601650412603,1.9118329466357311,,,,,17
39440,3309,1159,6/11/2025,H1_30,half_1,30,D,FALSE,4-1-4-1,1,90,FALSE,2,4,56.29,6.645,8.03,1,0,1,1,3,13,180.98,6.472,8.03,1,0,1,1,1,30,2,1.3333333333333333,0.6153846153846154,0.6220576859321473,2.053461063040791,2,2,,2,2,17
39441,3310,1159,6/11/2025,H1_30,half_1,30,M,FALSE,4-1-4-1,1,90,FALSE,1,3,46.36,6.332,7.54,0,0,0,0,3,10,144.07,6.61,8.03,0,0,0,0,0,30,2,0.6666666666666666,0.6,0.6435760394252794,1.9158850226928894,1.8779576587795768,,,,,17
39442,3311,1159,6/11/2025,H1_30,half_1,30,M,FALSE,4-1-4-1,1,90,FALSE,1,3,55.05,7.035,9.29,0,0,0,0,3,9,150.7,6.872,9.29,1,1,0,1,0,30,2,0.6666666666666666,0.6666666666666666,0.7305905773059058,2.0474388824214205,2,0,0,,0,17
39443,3312,1159,6/11/2025,H1_30,half_1,30,M,FALSE,4-1-4-1,1,77,TRUE,1,4,69.88,6.56,8.42,1,0,1,1,2,7,111.54,6.61,8.42,1,0,1,1,0,30,2,1,1.1428571428571428,1.2530034068495606,1.9848714069591527,2,2,,2,2,17
39444,3313,1159,6/11/2025,H1_30,half_1,30,A,FALSE,4-1-4-1,1,66,TRUE,5,10,176.71,7.009,8.16,1,1,1,1,7,14,242.69,6.963,8.16,1,1,1,1,0,30,2,1.4285714285714286,1.4285714285714286,1.4562610737978492,2.0132126956771508,2,2,2,2,2,17
39445,3314,1159,6/11/2025,H1_30,half_1,30,M,FALSE,4-1-4-1,1,59,TRUE,1,6,75.74,6.556,7.24,0,0,0,0,1,22,260.49,6.256,7.24,0,0,0,0,0,30,2,2,0.5454545454545454,0.5815194441245345,2.0959079283887467,2,,,,,17
39448,3317,1159,6/11/2025,H1_30,half_1,30,M,FALSE,4-1-4-1,1,66,TRUE,1,5,93.86,6.568,7.44,0,0,0,0,5,11,225.13,6.982,8.32,0,0,0,0,0,30,2,0.4,0.9090909090909091,0.833829343,1.8814093382984816,1.7884615384615385,,,,,17
39449,3318,1159,6/11/2025,H1_30,half_1,30,D,FALSE,4-1-4-1,1,46,TRUE,3,4,73.14,7.144,7.41,0,0,0,0,7,11,235.06,7.09,8.92,0,0,0,0,0,30,2,0.8571428571428571,0.7272727272727273,0.6223091976516634,2.015232722143865,1.6614349775784754,,,,,17
39422,2732,1159,6/11/2025,H1_45,half_1,45,D,TRUE,4-1-4-1,1,90,FALSE,2,4,65.77,6.867,7.69,0,0,0,0,4,12,172.69,6.673,7.69,0,0,0,0,0,45,3,1.5,1,1.142567606694076,3.087217143713472,3,,,,,17
39423,3296,1159,6/11/2025,H1_45,half_1,45,D,TRUE,4-1-4-1,1,90,FALSE,2,4,104.57,7.047,8.53,0,0,0,0,4,14,239.74,6.93,8.53,0,0,0,0,0,45,3,1.5,0.8571428571428571,1.3085425878034536,3.0506493506493504,3,,,,,17
39424,3297,1159,6/11/2025,H1_45,half_1,45,D,TRUE,4-1-4-1,1,90,FALSE,1,4,84.2,7.048,9.24,0,0,0,0,2,14,235.02,6.752,9.24,0,0,0,0,0,45,3,1.5,0.8571428571428571,1.0748021444983407,3.131516587677725,3,,,,,17
39425,3298,1159,6/11/2025,H1_45,half_1,45,A,TRUE,4-1-4-1,1,75,TRUE,1,5,80.4,6.58,7.5,0,0,0,0,8,26,358.61,6.629,8.25,0,0,0,0,0,45,3,0.375,0.576923077,0.6725969716405008,2.9778247096092927,2.727272727272727,,,,,17
39426,3299,1159,6/11/2025,H1_45,half_1,45,M,TRUE,4-1-4-1,1,87,TRUE,1,8,123.75,6.59,7.22,1,1,1,1,6,23,337.26,6.659,8.45,1,1,1,1,1,45,3,0.5,1.0434782608695652,1.1007827788649707,2.968914251389098,2.5633136094674556,3,3,3,3,17
39429,3302,1159,6/11/2025,H1_45,half_1,45,M,TRUE,4-1-4-1,1,90,FALSE,1,4,65.76,6.8,9.09,0,0,0,0,3,21,347.05,6.672,9.09,0,0,0,0,0,45,3,1,0.5714285714285714,0.5684483503817894,3.0575539568345325,3,,,,,17
39431,3303,1159,6/11/2025,H1_45,half_1,45,M,TRUE,4-1-4-1,1,80,TRUE,3,10,140.27,6.84,9.44,0,0,0,0,12,30,531.38,6.884,9.88,0,0,0,0,0,45,3,0.75,1,0.7919191539011631,2.980825101685067,2.866396761133603,,,,,17
39433,2713,1159,6/11/2025,H1_45,half_1,45,M,TRUE,4-1-4-1,1,87,TRUE,0,9,120.65,6.128,6.64,0,0,0,0,3,25,376.9,6.48,8.44,2,1,2,2,0,45,3,0,1.0799999999999998,0.9603343061820112,2.837037037037037,2.360189573459716,0,0,0,0,17
39435,2695,1159,6/11/2025,H1_45,half_1,45,D,TRUE,4-1-4-1,1,90,FALSE,3,4,109.61,7.51,8.79,0,0,0,0,6,22,345.42,6.761,8.79,1,1,0,1,1,45,3,1.5,0.5454545454545455,0.9519715129407678,3.332347285904452,3,0,0,,0,17
39436,3305,1159,6/11/2025,H1_45,half_1,45,M,TRUE,4-1-4-1,1,80,TRUE,1,6,105.44,6.474,7.99,1,1,1,1,2,19,296.34,6.468,8.67,1,1,1,1,0,45,3,1.5,0.9473684210526316,1.067422555173112,3.0027829313543597,2.764705882352941,3,3,3,3,17
39438,3307,1159,6/11/2025,H1_45,half_1,45,D,FALSE,4-1-4-1,1,90,FALSE,3,12,189.89,6.642,8.02,0,0,0,0,11,26,508.58,6.955,9.48,1,1,1,1,0,45,3,0.8181818181818182,1.3846153846153848,1.1201187620433362,2.8649892163910855,2.5379746835443036,0,0,0,0,17
39439,3308,1159,6/11/2025,H1_45,half_1,45,D,FALSE,4-1-4-1,1,90,FALSE,1,3,57.41,6.697,7.76,0,0,0,0,3,12,192.17,6.673,8.62,0,0,0,0,0,45,3,1,0.75,0.8962377061976375,3.010789749737749,2.700696055684455,,,,,17
39440,3309,1159,6/11/2025,H1_45,half_1,45,D,FALSE,4-1-4-1,1,90,FALSE,1,3,44.05,6.398,7.39,0,0,0,0,4,16,225.03,6.457,8.03,1,0,1,1,1,45,3,0.75,0.5625,0.5872550326623116,2.9725878891125905,2.7608966376089668,0,,0,0,17
39441,3310,1159,6/11/2025,H1_45,half_1,45,M,FALSE,4-1-4-1,1,90,FALSE,1,2,58.08,7.197,8.83,0,0,0,0,4,12,202.15,6.72,8.83,0,0,0,0,0,45,3,0.75,0.5,0.8619342072718278,3.212946428571429,3,,,,,17
39442,3311,1159,6/11/2025,H1_45,half_1,45,M,FALSE,4-1-4-1,1,90,FALSE,4,3,125.99,7.766,9.21,1,0,1,1,7,12,276.7,7.201,9.29,2,1,1,2,0,45,3,1.7142857142857142,0.75,1.3659920491507047,3.2353839744479935,2.97416577,1.5,0,3,1.5,17
39443,3312,1159,6/11/2025,H1_45,half_1,45,M,FALSE,4-1-4-1,1,77,TRUE,3,4,102.79,7.146,8.53,0,0,0,0,5,11,214.33,6.844,8.53,1,0,1,1,0,45,3,1.7999999999999998,1.090909090909091,1.4387626557178181,3.1323787258912916,3,0,,0,0,17
39444,3313,1159,6/11/2025,H1_45,half_1,45,A,FALSE,4-1-4-1,1,66,TRUE,2,7,127.27,6.671,8.73,0,0,0,0,9,21,369.96,6.875,8.73,1,1,1,1,0,45,3,0.6666666666666666,1,1.0320304897826793,2.9109818181818183,3,0,0,0,0,17
39445,3314,1159,6/11/2025,H1_45,half_1,45,M,FALSE,4-1-4-1,1,59,TRUE,0,5,57.61,6.318,6.87,1,1,1,1,1,27,318.1,6.267,7.24,1,1,1,1,0,45,3,0,0.5555555555555556,0.5433197107827726,3.0244135950215414,2.846685082872928,3,3,3,3,17
39448,3317,1159,6/11/2025,H1_45,half_1,45,M,FALSE,4-1-4-1,1,66,TRUE,2,5,98.5,6.827,7.98,0,0,0,0,7,16,323.63,6.935,8.32,0,0,0,0,0,45,3,0.8571428571428571,0.9375,0.9130797515681488,2.9532804614275414,2.8774038461538463,,,,,17
39449,3318,1159,6/11/2025,H1_45,half_1,45,D,FALSE,4-1-4-1,1,46,TRUE,1,10,138.75,6.46,7.29,0,0,0,0,8,21,373.81,6.851,8.92,0,0,0,0,0,45,3,0.375,1.4285714285714286,1.1135336133329765,2.828784119,2.4517937219730945,,,,,17
39422,2732,1159,6/11/2025,H2_60,half_2,60,D,TRUE,4-1-4-1,1,90,FALSE,0,5,107.35,6.17,6.84,0,0,0,0,4,17,280.04,6.553,7.69,0,0,0,0,0,60,4,0,1.1764705882352942,1.533352378231681,3.7662139478101633,3.5578673602080624,,,,,17
39423,3296,1159,6/11/2025,H2_60,half_2,60,D,TRUE,4-1-4-1,1,90,FALSE,0,2,32.2,6.965,7.13,0,0,0,0,4,16,271.93,6.933,8.53,0,0,0,0,0,60,4,0,0.5,0.47365130732173727,4.018462426078177,3.343493552168816,,,,,17
39424,3297,1159,6/11/2025,H2_60,half_2,60,D,TRUE,4-1-4-1,1,90,FALSE,3,3,88.65,7.22,8.51,0,0,0,0,5,17,323.67,6.88,9.24,0,0,0,0,0,60,4,2.4,0.7058823529411765,1.0955602928909074,4.1976744186046515,3.6839826839826837,,,,,17
39425,3298,1159,6/11/2025,H2_60,half_2,60,A,TRUE,4-1-4-1,1,75,TRUE,2,11,159.52,6.616,8.05,0,0,0,0,10,37,518.12,6.626,8.25,0,0,0,0,0,60,4,0.8,1.1891891891891893,1.2315293754342624,3.993963175369755,3.9030303030303033,,,,,17
39426,3299,1159,6/11/2025,H2_60,half_2,60,M,TRUE,4-1-4-1,1,87,TRUE,5,9,238.39,7.159,8.87,1,1,0,1,11,32,575.66,6.822,8.87,2,2,1,2,0,60,4,1.8181818181818181,1.125,1.6564638849320779,4.197596012899443,4,2,2,0,2,17
39429,3302,1159,6/11/2025,H2_60,half_2,60,M,TRUE,4-1-4-1,1,90,FALSE,1,10,125.73,6.254,7.69,0,0,0,0,4,31,472.78,6.541,9.09,0,0,0,0,0,60,4,1,1.2903225806451613,1.0637505816658912,3.8244916679406815,3.3839383938393843,,,,,17
39431,3303,1159,6/11/2025,H2_60,half_2,60,M,TRUE,4-1-4-1,1,80,TRUE,4,9,196.11,6.991,9.34,0,0,0,0,16,39,727.49,6.909,9.88,0,0,0,0,0,60,4,1,0.9230769230769231,1.0782828629946803,4.047474308872485,3.781376518218623,,,,,17
39433,2713,1159,6/11/2025,H2_60,half_2,60,M,TRUE,4-1-4-1,1,87,TRUE,1,11,155.44,6.394,9.02,0,0,0,0,4,36,532.34,6.455,9.02,2,1,2,2,0,60,4,1,1.2222222222222223,1.1679753540970055,3.9621998450813325,4,0,0,0,0,17
39435,2695,1159,6/11/2025,H2_60,half_2,60,D,TRUE,4-1-4-1,1,90,FALSE,1,8,89.45,6.461,7.69,1,1,1,1,7,30,434.87,6.688,8.79,2,2,1,2,0,60,4,0.5714285714285714,1.0666666666666667,0.8227746223009176,3.8642344497607657,3.4994311717861213,2,2,4,2,17
39436,3305,1159,6/11/2025,H2_60,half_2,60,M,TRUE,4-1-4-1,1,80,TRUE,1,4,97.52,7.022,8.32,0,0,0,0,3,23,393.86,6.575,8.67,1,1,1,1,0,60,4,1.3333333333333333,0.6956521739130435,0.9904026811557406,4.271939163498099,3.838523644752019,0,0,0,0,17
39438,3307,1159,6/11/2025,H2_60,half_2,60,D,FALSE,4-1-4-1,1,90,FALSE,5,9,271.79,7.277,8.87,0,0,0,0,16,35,780.37,7.044,9.48,1,1,1,1,0,60,4,1.25,1.0285714285714285,1.3931340261670746,4.1323111868256674,3.7426160337552736,0,0,0,0,17
39439,3308,1159,6/11/2025,H2_60,half_2,60,D,FALSE,4-1-4-1,1,90,FALSE,1,5,99.44,6.795,8.26,0,0,0,0,4,17,291.61,6.708,8.62,0,0,0,0,0,60,4,1,1.1764705882352942,1.3640135797812145,4.051878354203936,3.832946635730859,,,,,17
39440,3309,1159,6/11/2025,H2_60,half_2,60,D,FALSE,4-1-4-1,1,90,FALSE,1,6,95.21,6.693,7.45,0,0,0,0,5,22,320.24,6.518,8.03,1,0,1,1,1,60,4,0.8,1.0909090909090908,1.1892330751936047,4.107394906,3.7110834371108345,0,,0,0,17
39441,3310,1159,6/11/2025,H2_60,half_2,60,M,FALSE,4-1-4-1,1,90,FALSE,0,4,85.97,6.015,6.47,0,0,0,0,4,16,288.12,6.579,8.83,0,0,0,0,0,60,4,0,1,1.1935304734138552,3.6570907432740536,2.930917327293318,,,,,17
39442,3311,1159,6/11/2025,H2_60,half_2,60,M,FALSE,4-1-4-1,1,90,FALSE,2,6,146.33,7.312,9.26,0,0,0,0,9,18,423.03,7.234,9.29,2,1,1,2,0,60,4,0.8888888888888888,1.3333333333333333,1.383637094295913,4.043129665,3.987082885,0,0,0,0,17
39443,3312,1159,6/11/2025,H2_60,half_2,60,M,FALSE,4-1-4-1,1,77,TRUE,2,4,112.4,7.502,9.26,0,0,0,0,7,15,326.74,7.024,9.26,1,0,1,1,0,60,4,1.1428571428571428,1.0666666666666667,1.376017628695599,4.2722095671981775,4,0,,0,0,17
39444,3313,1159,6/11/2025,H2_60,half_2,60,A,FALSE,4-1-4-1,1,66,TRUE,4,4,114.31,7.068,7.96,0,0,0,0,13,25,484.27,6.916,8.73,1,1,1,1,0,60,4,1.2307692307692308,0.64,0.9441840295702811,4.087912087912088,3.647193585337915,0,0,0,0,17
39448,3317,1159,6/11/2025,H2_60,half_2,60,M,FALSE,4-1-4-1,1,66,TRUE,0,6,131.27,6.408,6.9,0,0,0,0,7,22,454.9,6.826,8.32,0,0,0,0,0,60,4,0,1.0909090909090908,1.1542756649813146,3.755054205,3.3173076923076925,,,,,17
39451,3320,1159,6/11/2025,H2_60,half_2,60,M,FALSE,4-1-4-1,59,90,FALSE,0,2,57.72,6.345,6.89,0,0,0,0,0,2,57.72,6.345,6.89,0,0,0,0,0,2,0.13333333333333333,,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,,,,,17
39452,3321,1159,6/11/2025,H2_60,half_2,60,D,FALSE,4-1-4-1,46,90,FALSE,4,7,140.58,7.222,8.44,0,0,0,0,4,7,140.58,7.222,8.44,0,0,0,0,0,15,1,1,1,1,1,1,,,,,17
39422,2732,1159,6/11/2025,H2_75,half_2,75,D,TRUE,4-1-4-1,1,90,FALSE,0,4,33.63,6.112,6.89,0,0,0,0,4,21,313.67,6.482,7.69,0,0,0,0,0,75,5,0,0.9523809523809523,0.5360729429017758,4.7145942610305465,4.479843953185956,,,,,17
39423,3296,1159,6/11/2025,H2_75,half_2,75,D,TRUE,4-1-4-1,1,90,FALSE,0,2,17.89,6.215,6.73,0,0,0,0,4,18,289.83,6.868,8.53,0,0,0,0,0,75,5,0,0.5555555555555556,0.30862919642549086,4.524606872,3.944900351699883,,,,,17
39424,3297,1159,6/11/2025,H2_75,half_2,75,D,TRUE,4-1-4-1,1,90,FALSE,1,5,45.53,6.317,7.49,0,0,0,0,6,22,369.2,6.759,9.24,0,0,0,0,0,75,5,0.8333333333333334,1.1363636363636362,0.6166034669555797,4.673028554519899,4.053030303030303,,,,,17
39425,3298,1159,6/11/2025,H2_75,half_2,75,A,TRUE,4-1-4-1,1,75,TRUE,2,7,139.99,6.631,8.19,0,0,0,0,12,44,658.11,6.627,8.25,0,0,0,0,0,75,5,0.8333333333333334,0.7954545454545454,1.063575997933476,5.003017956843218,4.963636363636364,,,,,17
39426,3299,1159,6/11/2025,H2_75,half_2,75,M,TRUE,4-1-4-1,1,87,TRUE,1,6,88.69,6.649,7.34,0,0,0,0,12,38,664.35,6.798,8.87,2,2,1,2,0,75,5,0.4166666666666667,0.7894736842105263,0.6674945435387973,4.890408943807002,4.137542277339347,0,0,0,0,17
39429,3302,1159,6/11/2025,H2_75,half_2,75,M,TRUE,4-1-4-1,1,90,FALSE,0,5,67.2,6.232,6.93,0,0,0,0,4,36,539.99,6.502,9.09,0,0,0,0,0,75,5,0,0.6944444444444444,0.6222337450693531,4.792371577976008,3.8118811881188117,,,,,17
39431,3303,1159,6/11/2025,H2_75,half_2,75,M,TRUE,4-1-4-1,1,80,TRUE,3,8,118.25,6.949,8.15,0,0,0,0,19,47,845.74,6.916,9.88,0,0,0,0,0,75,5,0.7894736842105263,0.85106383,0.6990919195024475,5.023857721226142,4.124493927125505,,,,,17
39433,2713,1159,6/11/2025,H2_75,half_2,75,M,TRUE,4-1-4-1,1,87,TRUE,2,6,110.19,6.916,8.27,1,0,1,1,6,42,642.53,6.531,9.02,3,1,3,3,0,75,5,1.6666666666666667,0.7142857142857143,0.8574696901312001,5.294748124330118,4.584257206208426,1.6666666666666667,0,1.6666666666666667,1.6666666666666667,17
39435,2695,1159,6/11/2025,H2_75,half_2,75,D,TRUE,4-1-4-1,1,90,FALSE,0,6,91.56,6.033,6.3,0,0,0,0,7,36,526.43,6.597,8.79,2,2,1,2,0,75,5,0,0.8333333333333333,0.8696312900100679,4.572532969531605,3.5836177474402735,0,0,0,0,17
39436,3305,1159,6/11/2025,H2_75,half_2,75,M,TRUE,4-1-4-1,1,80,TRUE,1,4,70.37,6.964,7.26,0,0,0,0,4,27,464.23,6.637,8.67,1,1,1,1,0,75,5,1.25,0.7407407407407407,0.7579217198371497,5.246346240771434,4.186851211072664,0,0,0,0,17
39438,3307,1159,6/11/2025,H2_75,half_2,75,D,FALSE,4-1-4-1,1,90,FALSE,4,11,196.97,6.793,7.71,0,0,0,0,20,46,977.34,6.987,9.48,1,1,1,1,0,75,5,1,1.1956521739130437,1.0076841222092618,4.861170745670531,4.0664556962025316,0,0,0,0,17
39439,3308,1159,6/11/2025,H2_75,half_2,75,D,FALSE,4-1-4-1,1,90,FALSE,0,5,69.98,6.056,6.55,0,0,0,0,4,22,361.59,6.583,8.62,0,0,0,0,0,75,5,0,1.1363636363636362,0.9676705661107885,4.599726568433844,3.799303944315546,,,,,17
39440,3309,1159,6/11/2025,H2_75,half_2,75,D,FALSE,4-1-4-1,1,90,FALSE,0,3,41.19,6.303,7.09,0,0,0,0,5,25,361.43,6.497,8.03,1,0,1,1,1,75,5,0,0.6,0.5698198821348531,4.850700323226104,4.414694894146949,0,,0,0,17
