player_appearance_id,checkpoint,scored_after,fixture_id,is_home,position,jersey_number,ratio_peak_speed,minutes_remaining,last15_passes_top_third,runs_per_minute_played,cumul_sprints,minute_out,formation_offensiveness,ratio_passes_top_third,top_third_press_share_above_team_avg
39441,H1_45,0.0,1159.0,False,D,18.0,2.4517937219730945,1.0,4.0,0.3555555555555555,8.0,46.0,17.0,1.0,0.0034045574152525
39442,H1_45,0.0,1159.0,True,D,2.0,3.5578673602080624,30.0,3.0,0.4222222222222222,4.0,90.0,17.0,1.0,0.3021058561165513
39443,H1_45,0.0,1159.0,True,D,4.0,3.343493552168816,30.0,3.0,0.3555555555555555,4.0,90.0,17.0,1.0,-0.0693227153120201
39444,H1_45,0.0,1159.0,True,D,5.0,3.683982683982684,30.0,11.0,0.6666666666666666,5.0,90.0,17.0,1.0,-0.2693227153120201
39445,H1_45,0.0,1159.0,True,A,6.0,3.9030303030303033,15.0,3.0,0.6222222222222222,10.0,75.0,17.0,1.0,0.3189125788056269
39448,H1_45,0.0,1159.0,True,M,7.0,4.0,27.0,5.0,0.5111111111111111,11.0,87.0,17.0,1.0,0.3306772846879798
39449,H1_45,0.0,1159.0,True,M,10.0,3.3839383938393843,30.0,2.0,0.6444444444444445,4.0,90.0,17.0,1.0,0.1751217291324243
39421,H2_15,0.0,1159.0,True,M,15.0,3.781376518218623,20.0,4.0,0.0333333333333333,16.0,80.0,17.0,1.0,
39422,H2_15,0.0,1159.0,True,M,18.0,4.0,27.0,4.0,0.35,4.0,87.0,17.0,1.0,-0.2963916475681181
39423,H2_15,0.0,1159.0,True,D,21.0,3.4994311717861213,30.0,5.0,0.3333333333333333,7.0,90.0,17.0,1.0,0.1036083524318818
39424,H2_15,0.0,1159.0,True,M,22.0,3.838523644752019,20.0,7.0,0.3666666666666666,3.0,80.0,17.0,1.0,0.0369416857652151
39425,H2_15,0.0,1159.0,False,D,2.0,3.7426160337552736,30.0,12.0,0.7833333333333333,16.0,90.0,17.0,1.0,-0.0741694253458959
39426,H2_15,0.0,1159.0,False,D,3.0,3.832946635730859,30.0,1.0,0.7166666666666667,4.0,90.0,17.0,1.0,0.060751209574739
39429,H2_15,1.0,1159.0,False,D,5.0,3.7110834371108345,30.0,,0.5833333333333334,5.0,90.0,17.0,,0.1321797810033104
39431,H2_15,0.0,1159.0,False,M,6.0,2.930917327293318,30.0,22.0,0.9166666666666666,4.0,90.0,17.0,1.0,0.0672447160682455
39433,H2_15,0.0,1159.0,False,M,7.0,3.98708288482239,30.0,24.0,0.6666666666666666,9.0,90.0,17.0,1.0,0.2750369238604532
39435,H2_15,0.0,1159.0,False,M,8.0,4.0,17.0,8.0,0.6166666666666667,7.0,77.0,17.0,1.0,-0.185280536457007
39436,H2_15,0.0,1159.0,False,A,9.0,3.647193585337915,6.0,1.0,0.4333333333333333,13.0,66.0,17.0,1.0,-0.119921059332824
39437,H2_15,0.0,1159.0,False,M,16.0,3.3173076923076925,6.0,13.0,0.0333333333333333,7.0,66.0,17.0,1.0,-0.1972369176717003
39438,H2_15,0.0,1159.0,False,M,20.0,0.1333333333333333,30.0,5.0,0.85,0.0,90.0,17.0,0.1333333333333333,0.1663994459646633
39439,H2_15,0.0,1159.0,False,D,22.0,1.0,30.0,8.0,0.35,4.0,90.0,17.0,1.0,-0.1972369176717003
39440,H2_15,0.0,1159.0,True,D,2.0,4.479843953185956,15.0,3.0,0.45,4.0,90.0,17.0,1.0,-0.1972369176717003
39441,H2_15,0.0,1159.0,True,D,4.0,3.944900351699883,15.0,3.0,0.3333333333333333,4.0,90.0,17.0,1.0,0.063632647545691
39442,H2_15,0.0,1159.0,True,D,5.0,4.053030303030303,15.0,11.0,0.45,6.0,90.0,17.0,1.0,0.4027630823282997
39443,H2_15,0.0,1159.0,True,A,6.0,4.963636363636364,0.0,3.0,0.3666666666666666,12.0,75.0,17.0,1.0,-0.0049292253640079
39444,H2_15,0.0,1159.0,True,M,7.0,4.137542277339347,12.0,5.0,0.6333333333333333,12.0,87.0,17.0,1.0,-0.1972369176717003
39448,H2_15,0.0,1159.0,True,M,10.0,3.811881188118812,15.0,2.0,0.4833333333333333,4.0,90.0,17.0,1.0,0.3583186378838553
39451,H2_15,0.0,1159.0,True,M,15.0,4.124493927125505,5.0,4.0,1.0,19.0,80.0,17.0,1.0,-0.1972369176717003
39452,H2_15,0.0,1159.0,True,M,18.0,4.584257206208426,12.0,4.0,0.7333333333333333,6.0,87.0,17.0,1.0,
39421,H2_30,0.0,1159.0,True,D,21.0,3.583617747440273,15.0,5.0,0.0266666666666666,7.0,90.0,17.0,1.0,
39422,H2_30,0.0,1159.0,True,M,22.0,4.186851211072664,5.0,7.0,0.3333333333333333,4.0,80.0,17.0,1.0,-0.2959544695071011
39423,H2_30,0.0,1159.0,False,D,2.0,4.066455696202532,15.0,12.0,0.2933333333333333,20.0,90.0,17.0,1.0,0.0373788638262322
39424,H2_30,0.0,1159.0,False,D,3.0,3.799303944315546,15.0,1.0,0.3733333333333333,4.0,90.0,17.0,1.0,0.0790455304928989
39425,H2_30,1.0,1159.0,False,D,5.0,4.414694894146949,15.0,,0.7466666666666667,5.0,90.0,17.0,,-0.1292878028404344
39426,H2_30,0.0,1159.0,False,M,6.0,4.382785956964892,15.0,22.0,0.6666666666666666,5.0,90.0,17.0,1.0,0.1250981620718462
39429,H2_30,0.0,1159.0,False,M,7.0,3.584499461786868,15.0,24.0,0.5333333333333333,9.0,90.0,17.0,1.0,0.1326169590643274
39431,H2_30,0.0,1159.0,False,M,8.0,3.957883369330454,2.0,8.0,0.88,8.0,77.0,17.0,1.0,0.061188387635756
39433,H2_30,0.0,1159.0,False,M,11.0,0.6666666666666666,15.0,13.0,0.64,3.0,90.0,17.0,0.6666666666666666,0.3040455304928989
39435,H2_30,0.0,1159.0,False,A,19.0,0.6666666666666666,15.0,1.0,0.5733333333333334,1.0,90.0,17.0,0.6666666666666666,-0.1848433583959899
39436,H2_30,0.0,1159.0,False,M,20.0,1.1333333333333333,15.0,5.0,0.4133333333333333,1.0,90.0,17.0,0.5666666666666667,-0.1292878028404344
39437,H2_30,0.0,1159.0,False,D,22.0,1.881516587677725,15.0,8.0,0.0266666666666666,7.0,90.0,17.0,1.0,-0.3602699043875514
39438,H2_30,0.0,1160.0,True,D,2.0,1.0,71.0,27.0,0.88,2.0,86.0,18.0,1.0,0.0243454802278331
39439,H2_30,0.0,1160.0,True,D,3.0,1.0,75.0,29.0,0.3466666666666667,1.0,90.0,18.0,1.0,-0.3602699043875514
39440,H2_30,0.0,1160.0,True,M,4.0,1.0,75.0,21.0,0.4,1.0,90.0,18.0,1.0,-0.3602699043875514
39441,H2_30,0.0,1160.0,True,D,5.0,1.0,75.0,3.0,0.3466666666666667,0.0,90.0,18.0,1.0,-0.1010106451282922
39442,H2_30,0.0,1160.0,True,D,6.0,1.0,75.0,3.0,0.44,1.0,90.0,18.0,1.0,0.1691418603183309
39443,H2_30,0.0,1160.0,True,M,7.0,1.0,75.0,42.0,0.36,1.0,90.0,18.0,1.0,-0.1816984758161229
39446,H2_30,0.0,1160.0,True,A,10.0,1.0,48.0,23.0,1.5,0.0,63.0,18.0,1.0,0.1397300956124485
39450,H2_30,1.0,1160.0,True,M,11.0,1.0,71.0,45.0,0.8,0.0,86.0,18.0,1.0,0.6397300956124485
39451,H2_30,0.0,1160.0,True,M,14.0,1.0,75.0,21.0,0.8823529411764706,2.0,90.0,18.0,1.0,0.0841745400568929
39452,H2_30,0.0,1160.0,True,A,17.0,1.0,48.0,32.0,0.8,2.0,63.0,18.0,1.0,0.3063967622791151
39467,H1_15,0.0,1160.0,False,D,3.0,1.0,31.0,14.0,0.0,0.0,46.0,19.0,1.0,
39468,H1_15,0.0,1160.0,False,M,5.0,1.0,75.0,15.0,0.6666666666666666,1.0,90.0,19.0,1.0,0.1956509539842872
39469,H1_15,0.0,1160.0,False,D,6.0,1.0,75.0,9.0,0.6,0.0,90.0,19.0,1.0,-0.0293490460157127
39470,H1_15,0.0,1160.0,False,A,7.0,1.0,46.0,27.0,0.5333333333333333,1.0,61.0,19.0,1.0,-0.0543490460157127
39471,H1_15,0.0,1160.0,False,M,8.0,1.0,72.0,23.0,0.2666666666666666,1.0,87.0,19.0,1.0,
39472,H1_15,0.0,1160.0,False,A,9.0,1.0,75.0,29.0,0.4,4.0,90.0,19.0,1.0,-0.3182379349046016
39473,H1_15,0.0,1160.0,False,D,11.0,1.0,75.0,22.0,0.7333333333333333,1.0,90.0,19.0,1.0,0.1539842873176206
39476,H1_15,0.0,1160.0,False,D,16.0,1.0,47.0,8.0,0.6666666666666666,2.0,62.0,19.0,1.0,-0.0960157126823794
39477,H1_15,0.0,1160.0,False,M,17.0,1.0,31.0,32.0,0.2,5.0,46.0,19.0,1.0,0.2070145903479236
39479,H1_15,0.0,1160.0,False,A,19.0,1.0,75.0,28.0,0.8666666666666667,3.0,90.0,19.0,1.0,-0.4293490460157127
39480,H1_15,0.0,1160.0,True,D,2.0,2.0,56.0,27.0,0.7333333333333333,3.0,86.0,18.0,1.0,0.3706509539842873
39482,H1_15,0.0,1160.0,True,D,3.0,1.851941747572816,60.0,29.0,0.0,4.0,90.0,18.0,1.0,
39484,H1_15,0.0,1160.0,True,M,4.0,1.8565629228687417,60.0,21.0,0.1333333333333333,1.0,90.0,18.0,1.0,-0.3083333333333333
39485,H1_15,0.0,1160.0,True,D,5.0,2.0,60.0,3.0,0.8,1.0,90.0,18.0,1.0,0.025
39486,H1_15,0.0,1160.0,True,D,6.0,1.9973474801061009,60.0,3.0,0.1333333333333333,2.0,90.0,18.0,1.0,-0.3083333333333333
39487,H1_15,0.0,1160.0,True,M,7.0,2.0,60.0,42.0,0.6666666666666666,3.0,90.0,18.0,1.0,0.1916666666666667
39488,H1_15,0.0,1160.0,True,A,10.0,2.0,33.0,23.0,0.7333333333333333,1.0,63.0,18.0,1.0,0.6916666666666667
39489,H1_15,0.0,1160.0,True,M,11.0,2.0,56.0,45.0,0.8666666666666667,0.0,86.0,18.0,1.0,0.1916666666666667
39491,H1_15,0.0,1160.0,True,M,14.0,1.9139240506329112,60.0,21.0,0.4,5.0,90.0,18.0,1.0,0.1916666666666667
39493,H1_15,0.0,1160.0,True,A,17.0,1.915611814345992,33.0,32.0,0.6,4.0,63.0,18.0,1.0,-0.3083333333333333
39494,H1_15,0.0,1160.0,False,D,3.0,2.0,16.0,14.0,1.3333333333333333,1.0,46.0,19.0,1.0,-0.3083333333333333
39496,H1_15,0.0,1160.0,False,M,5.0,1.943012211668928,60.0,15.0,0.8666666666666667,1.0,90.0,19.0,1.0,-0.0583333333333332
39467,H1_30,0.0,1160.0,False,D,6.0,2.0,60.0,9.0,0.0,0.0,90.0,19.0,1.0,
39468,H1_30,0.0,1160.0,False,A,7.0,1.7088122605363985,31.0,27.0,0.6,1.0,61.0,19.0,1.0,0.0472338935574229
39469,H1_30,0.0,1160.0,False,M,8.0,1.8176795580110496,57.0,23.0,0.8666666666666667,1.0,87.0,19.0,1.0,0.1742180205415499
39470,H1_30,0.0,1160.0,False,A,9.0,1.908745247148289,60.0,29.0,0.6,5.0,90.0,19.0,1.0,-0.0063375350140056
39471,H1_30,0.0,1160.0,False,D,11.0,2.0,60.0,22.0,0.3,3.0,90.0,19.0,1.0,-0.3813375350140056
39472,H1_30,0.0,1160.0,False,D,16.0,1.890560875512996,32.0,8.0,0.3666666666666666,2.0,62.0,19.0,1.0,-0.2980042016806723
39473,H1_30,0.0,1160.0,False,M,17.0,1.8978829389788296,16.0,32.0,0.7,6.0,46.0,19.0,1.0,0.2068977591036414
39476,H1_30,0.0,1160.0,False,A,19.0,2.0,60.0,28.0,0.6666666666666666,5.0,90.0,19.0,1.0,0.0631069094304387
39477,H1_30,0.0,1160.0,True,D,2.0,2.608856088560885,41.0,27.0,0.3666666666666666,3.0,86.0,18.0,1.0,0.2068977591036414
39479,H1_30,0.0,1160.0,True,D,3.0,2.858009708737864,45.0,29.0,0.8333333333333334,5.0,90.0,18.0,1.0,-0.3813375350140056
39480,H1_30,0.0,1160.0,True,M,4.0,2.8741542625169147,45.0,21.0,0.6,1.0,90.0,18.0,1.0,0.3686624649859943
39482,H1_30,0.0,1160.0,True,D,5.0,3.0,45.0,3.0,0.0333333333333333,2.0,90.0,18.0,1.0,
39484,H1_30,0.0,1160.0,True,D,6.0,3.0,45.0,3.0,0.1666666666666666,4.0,90.0,18.0,1.0,-0.2698412698412699
39485,H1_30,0.0,1160.0,True,M,7.0,2.967625899280576,45.0,42.0,0.6333333333333333,4.0,90.0,18.0,1.0,-0.1031746031746032
39486,H1_30,0.0,1160.0,True,A,10.0,3.0,18.0,23.0,0.1333333333333333,2.0,63.0,18.0,1.0,-0.2698412698412699
39487,H1_30,0.0,1160.0,True,M,11.0,3.0,41.0,45.0,0.5333333333333333,4.0,86.0,18.0,1.0,0.4801587301587301
39488,H1_30,0.0,1160.0,True,M,14.0,3.0,45.0,21.0,0.6,9.0,90.0,18.0,1.0,0.3301587301587301
39489,H1_30,0.0,1160.0,True,A,17.0,3.0,18.0,32.0,0.6333333333333333,8.0,63.0,18.0,1.0,0.1468253968253968
39491,H1_30,0.0,1160.0,False,D,3.0,3.0,1.0,14.0,0.4666666666666667,2.0,46.0,19.0,1.0,0.1301587301587301
39493,H1_30,0.0,1160.0,False,M,5.0,2.9226594301221165,45.0,15.0,0.5,2.0,90.0,19.0,1.0,-0.126984126984127
39494,H1_30,0.0,1160.0,False,D,6.0,3.0,45.0,9.0,1.1333333333333333,0.0,90.0,19.0,1.0,-0.2698412698412699
39496,H1_30,0.0,1160.0,False,A,7.0,3.0,16.0,27.0,0.7333333333333333,3.0,61.0,19.0,1.0,-0.0476190476190476
39467,H1_45,0.0,1160.0,False,M,8.0,2.983425414364641,42.0,23.0,0.0222222222222222,2.0,87.0,19.0,1.0,-0.3067542907131008
39468,H1_45,0.0,1160.0,False,A,9.0,2.96958174904943,45.0,29.0,0.6222222222222222,7.0,90.0,19.0,1.0,0.0932457092868992
39469,H1_45,0.0,1160.0,False,D,11.0,2.8233128834355825,45.0,22.0,0.7777777777777778,4.0,90.0,19.0,1.0,0.1099123759535659
39470,H1_45,0.0,1160.0,False,D,16.0,3.0,17.0,8.0,0.6,5.0,62.0,19.0,1.0,0.0090351829711097
39471,H1_45,0.0,1160.0,False,M,17.0,3.0,1.0,32.0,0.3777777777777777,8.0,46.0,19.0,1.0,-0.3067542907131008
39472,H1_45,0.0,1160.0,False,A,19.0,2.924743443557583,45.0,28.0,0.4444444444444444,7.0,90.0,19.0,1.0,-0.2400876240464341
39473,H1_45,0.0,1160.0,True,D,2.0,4.0,26.0,27.0,0.6888888888888889,4.0,86.0,18.0,1.0,0.1732457092868992
39476,H1_45,0.0,1160.0,True,D,3.0,3.980582524271844,30.0,29.0,0.6666666666666666,9.0,90.0,18.0,1.0,0.0778610939022838
39477,H1_45,0.0,1160.0,True,M,4.0,3.2638700947225985,30.0,21.0,0.6,1.0,90.0,18.0,1.0,0.2646742807154706
39479,H1_45,0.0,1160.0,True,D,5.0,3.4538922155688625,30.0,3.0,0.8888888888888888,2.0,90.0,18.0,1.0,-0.3067542907131008
39480,H1_45,0.0,1160.0,True,D,6.0,4.0,30.0,3.0,0.6888888888888889,5.0,90.0,18.0,1.0,0.4323761440695078
39482,H1_45,0.0,1160.0,True,M,7.0,3.7985611510791366,30.0,42.0,0.0222222222222222,7.0,90.0,18.0,1.0,
39484,H1_45,0.0,1160.0,True,A,10.0,3.688679245283019,3.0,23.0,0.2444444444444444,5.0,63.0,18.0,1.0,-0.2731329781329781
39485,H1_45,0.0,1160.0,True,M,11.0,3.5561357702349867,26.0,45.0,0.5555555555555556,4.0,86.0,18.0,1.0,-0.0913147963147963
39486,H1_45,0.0,1160.0,True,M,14.0,3.758323057953144,30.0,21.0,0.2222222222222222,11.0,90.0,18.0,1.0,-0.2731329781329781
39487,H1_45,0.0,1160.0,True,A,17.0,3.3117831074035458,3.0,32.0,0.5333333333333333,12.0,63.0,18.0,1.0,0.4768670218670218
39488,H1_45,0.0,1160.0,False,M,5.0,4.0,30.0,15.0,0.5111111111111111,4.0,90.0,19.0,1.0,0.1114824064824064
39489,H1_45,0.0,1160.0,False,D,6.0,4.0,30.0,9.0,0.6,1.0,90.0,19.0,1.0,0.1554384504384504
39491,H1_45,0.0,1160.0,False,A,7.0,3.768250289687138,1.0,27.0,0.6,4.0,61.0,19.0,1.0,0.0602003552003551
39493,H1_45,0.0,1160.0,False,M,8.0,3.895027624309392,27.0,23.0,0.5555555555555556,2.0,87.0,19.0,1.0,-0.0731329781329781
39494,H1_45,0.0,1160.0,False,A,9.0,3.858048162230672,30.0,29.0,0.9777777777777776,8.0,90.0,19.0,1.0,-0.0509107559107559
39496,H1_45,0.0,1160.0,False,A,10.0,1.0,30.0,9.0,0.6888888888888889,2.0,90.0,19.0,1.0,-0.0423637473637473
39467,H2_15,0.0,1160.0,False,D,11.0,3.877300613496932,30.0,22.0,0.0166666666666666,5.0,90.0,19.0,1.0,-0.3229814162022399
39468,H2_15,0.0,1160.0,False,D,16.0,3.714609286523216,2.0,8.0,0.55,8.0,62.0,19.0,1.0,0.0980712153767073
39469,H2_15,0.0,1160.0,False,A,19.0,3.6989737742303306,30.0,28.0,0.75,8.0,90.0,19.0,1.0,0.11451858379776
39470,H2_15,0.0,1160.0,False,M,20.0,1.0,30.0,1.0,0.5,1.0,90.0,19.0,1.0,-0.0229814162022399
39471,H2_15,0.0,1160.0,True,D,2.0,4.516324062877872,11.0,27.0,0.35,6.0,86.0,18.0,1.0,-0.3229814162022399
39472,H2_15,0.0,1160.0,True,D,3.0,4.617718446601941,15.0,29.0,0.4333333333333333,11.0,90.0,18.0,1.0,-0.2703498372548715
39473,H2_15,0.0,1160.0,True,M,4.0,4.533152909336942,15.0,21.0,0.6666666666666666,1.0,90.0,18.0,1.0,0.1955371023162785
39476,H2_15,0.0,1160.0,True,D,5.0,4.167664670658683,15.0,3.0,0.6833333333333333,2.0,90.0,18.0,1.0,0.1436852504644267
39477,H2_15,0.0,1160.0,True,D,6.0,3.99878640776699,15.0,3.0,0.5833333333333334,5.0,90.0,18.0,1.0,0.2422359751021078
39479,H2_15,0.0,1160.0,True,M,7.0,5.0,15.0,42.0,0.9,12.0,90.0,18.0,1.0,-0.246058339279163
39480,H2_15,0.0,1160.0,True,M,8.0,0.8666666666666667,15.0,9.0,0.7666666666666667,1.0,90.0,18.0,0.8666666666666666,0.3913042980834743
39482,H2_15,0.0,1160.0,True,A,9.0,0.8666666666666667,15.0,6.0,0.0166666666666666,1.0,90.0,18.0,0.8666666666666667,
39485,H2_15,0.0,1160.0,True,M,11.0,4.386422976501305,11.0,45.0,0.6166666666666667,4.0,86.0,18.0,1.0,-0.0907649368175683
39486,H2_15,0.0,1160.0,True,M,14.0,4.96300863131936,15.0,21.0,0.2666666666666666,12.0,90.0,18.0,1.0,-0.257431603484235
39487,H2_15,0.0,1160.0,False,D,2.0,0.9333333333333332,15.0,2.0,0.4833333333333333,3.0,90.0,19.0,0.9333333333333332,0.4925683965157649
39488,H2_15,0.0,1160.0,False,M,5.0,4.289127837514934,15.0,15.0,0.4833333333333333,5.0,90.0,19.0,1.0,0.1636210280947123
